file,species,angular_second_moment,contrast,correlation,variance,idm,sum_average,sum_variance,sum_entropy,entropy,difference_variance,difference_entropy,information_measure_of_correlation_1,information_measure_of_correlation_2
BBTS1 (112),Buff,0.271518334,0.284180834,4586.47189,4.28617142,0.0142440269,8.60079119,52.8876481,1.42277985,1.63343587,0.267798602,-0.199351348,-0.29289878,0.655986194
BBTS1 (113),Buff,0.277062427,0.281824853,4439.48244,4.26308097,0.0143540487,8.55493976,52.31635,1.41379506,1.6216053,0.267213677,-0.199448087,-0.285889499,0.647272797
BBTS1 (117),Buff,0.26196074,0.314070909,5059.11455,4.42172594,0.0133164848,8.87193615,57.1812362,1.39533474,1.63047385,0.251018097,-0.118161658,-0.243622785,0.604098182
BBTS1 (118),Buff,0.280596943,0.294788864,4772.24367,4.45631039,0.0130540194,8.9414567,59.1262928,1.32976949,1.54794701,0.262814118,-0.173760114,-0.248150817,0.596699321
BBTS1 (119),Buff,0.287983431,0.269208659,4462.16963,4.36656372,0.0136053731,8.76203293,56.4116943,1.3319059,1.53040084,0.277281037,-0.24286853,-0.282460332,0.629785421
BBTS1 (121),Buff,0.304079808,0.321944563,3883.67317,4.19486225,0.0146655292,8.41859482,51.0566924,1.35067989,1.59523205,0.248917406,-0.103697514,-0.205705765,0.554311257
BBTS1 (122),Buff,0.309279641,0.29044383,3857.3401,4.21677241,0.0145173473,8.46238763,51.8257876,1.34193769,1.55805947,0.264427627,-0.182315568,-0.243546368,0.59322611
BBTS1 (123),Buff,0.329619215,0.281502263,3572.8031,4.19785347,0.0146093,8.42462237,51.7887849,1.30225779,1.51150868,0.270050965,-0.20819328,-0.241436879,0.583714544
BBTS1 (124),Buff,0.313540643,0.287921202,3742.25454,4.18256406,0.0147960451,8.39389906,50.8648952,1.34220929,1.5569031,0.264763871,-0.185049261,-0.247354815,0.597265802
BBTS1 (125),Buff,0.329881505,0.299512292,3264.71029,4.01031219,0.0161650814,8.04958721,45.8984094,1.35984225,1.58752024,0.260424296,-0.15981221,-0.237304117,0.590646855
BBTS1 (129),Buff,0.246457226,0.336243273,4441.01308,3.99537595,0.0167244243,8.0197537,43.3694322,1.55737222,1.81710297,0.240677476,-0.0639093341,-0.272178472,0.6609617
BBTS1 (13),Buff,0.319762576,0.265171692,4333.41256,4.55404614,0.0123687329,9.13646955,63.3535708,1.24238881,1.43490497,0.281866019,-0.263137858,-0.253313183,0.584479066
BBTS1 (132),Buff,0.258209173,0.295463858,4976.13003,4.34567025,0.0139065416,8.72012369,54.2064718,1.45620842,1.67777678,0.261560014,-0.168183568,-0.288070351,0.657712429
BBTS1 (133),Buff,0.268331581,0.2461679,4490.41351,4.20384204,0.0150467149,8.43652229,49.8083981,1.49657151,1.67356187,0.288995845,-0.304382777,-0.376753383,0.735820739
BBTS1 (137),Buff,0.323311351,0.223593444,3755.6755,4.25415316,0.014335372,8.5372034,53.2560981,1.32511505,1.48631682,0.307240514,-0.384256086,-0.353817731,0.688113942
BBTS1 (139),Buff,0.319220642,0.275322591,3621.79956,4.15130336,0.0150732397,8.33130427,49.8137433,1.35876327,1.56454531,0.273991472,-0.225961685,-0.274818918,0.627511054
BBTS1 (14),Buff,0.288383651,0.292643102,4697.87411,4.4886176,0.0127744765,9.00616973,60.4508863,1.30226276,1.51575879,0.263852991,-0.180657399,-0.235497095,0.577750562
BBTS1 (141),Buff,0.298519672,0.297276327,3945.01937,4.18453477,0.0147754619,8.39793985,50.6385984,1.36343884,1.58335667,0.257728929,-0.154866996,-0.23923564,0.592231854
BBTS1 (142),Buff,0.267266206,0.309443034,4903.39687,4.4003547,0.0134079808,8.82939472,56.7754823,1.37740839,1.60885403,0.256238598,-0.139929996,-0.245551168,0.60306861
BBTS1 (143),Buff,0.321562978,0.326673343,3550.1451,4.13229192,0.0150514884,8.2933846,49.6024178,1.32339627,1.57080787,0.245938146,-0.0906267215,-0.184966681,0.524250361
BBTS1 (144),Buff,0.324949331,0.317582712,3556.95162,4.15875963,0.01486918,8.34673511,50.488552,1.31387205,1.55511135,0.251610969,-0.11631745,-0.196360053,0.536758252
BBTS1 (145),Buff,0.361626861,0.304987922,3084.00142,4.09614267,0.0152993159,8.22127874,49.1802201,1.27843466,1.51127687,0.261625375,-0.159042612,-0.197476833,0.531763379
BBTS1 (146),Buff,0.324993033,0.319831672,3532.35446,4.14341059,0.0150240297,8.31587038,49.8598951,1.33077025,1.57405581,0.25149827,-0.113891405,-0.203606381,0.548609015
BBTS1 (151),Buff,0.447871193,0.233860537,3325.1903,4.75591747,0.011456587,9.54046218,71.4406874,1.15146949,1.32244745,0.30822698,-0.37911876,-0.279308571,0.591704349
BBTS1 (152),Buff,0.376812723,0.276104605,3839.36027,4.67288711,0.0118074385,9.37412243,67.7829835,1.2040063,1.40793317,0.278112047,-0.240666361,-0.227460926,0.551647061
BBTS1 (154),Buff,0.268645014,0.296790912,4996.55791,4.45107403,0.0131632439,8.93184855,57.8549237,1.41435825,1.63224773,0.263374124,-0.17669162,-0.279014396,0.641737909
BBTS1 (155),Buff,0.264174634,0.302342221,4845.3161,4.34357724,0.0138747293,8.71602174,54.6223666,1.41657412,1.64210449,0.259184403,-0.155234428,-0.2666829,0.630566258
BBTS1 (158),Buff,0.205567348,0.336270028,5263.43681,3.92875336,0.0180493125,7.88717665,40.6502282,1.67800979,1.93716528,0.240491475,-0.0635231321,-0.324162435,0.726705041
BBTS1 (159),Buff,0.179137456,0.359079929,6463.50458,4.02666264,0.0179816373,8.08308158,42.3099749,1.78377357,2.06308982,0.233830874,-0.0239766518,-0.346452833,0.761134798
BBTS1 (16),Buff,0.310301396,0.303961289,3831.02912,4.21180131,0.0144883357,8.45244924,51.8441697,1.32640426,1.55410586,0.257860582,-0.148715883,-0.217364787,0.562548326
BBTS1 (173),Buff,0.267071359,0.33265044,5092.62761,4.48527703,0.0128816303,8.99931507,59.3946558,1.37133348,1.62118403,0.242546721,-0.0760386649,-0.214642091,0.569026961
BBTS1 (174),Buff,0.266563516,0.307895059,4828.95515,4.36105675,0.0136179349,8.75095172,55.5929739,1.37657243,1.60506956,0.254232228,-0.135153209,-0.240654877,0.597053519
BBTS1 (175),Buff,0.331178604,0.273547578,3462.92014,4.13936445,0.0151337855,8.30771618,49.7408029,1.33726078,1.54072239,0.275040898,-0.231555905,-0.269013632,0.617803931
BBTS1 (179),Buff,0.280651563,0.304938998,4420.46926,4.28895548,0.0140516065,8.60666891,53.8075128,1.35008645,1.57629213,0.255629319,-0.142023229,-0.233492436,0.584693855
BBTS1 (18),Buff,0.315707482,0.292336564,4433.71446,4.57648529,0.0122508042,9.18162687,63.7446417,1.26282495,1.47856539,0.265755285,-0.185718062,-0.218933268,0.552955769
BBTS1 (182),Buff,0.459365627,0.193276816,2132.80753,3.85567362,0.017226081,7.74052868,44.7825773,1.11212316,1.25281546,0.33015902,-0.48808689,-0.311958749,0.60987091
BBTS1 (184),Buff,0.266169061,0.347109681,3874.74049,3.88958002,0.017674772,7.80771007,41.0458291,1.51991802,1.79285973,0.241487003,-0.0569135857,-0.253468855,0.6376417
BBTS1 (188),Buff,0.297218659,0.31798251,4022.5134,4.2185092,0.0144751663,8.46606455,51.8096409,1.34428503,1.58413171,0.250106304,-0.111327163,-0.207872906,0.555370793
BBTS1 (190),Buff,0.269006905,0.303936827,4815.6618,4.37459867,0.0136154103,8.77791172,56.0317686,1.37789204,1.60686908,0.259374166,-0.153625813,-0.254986001,0.613043936
BBTS1 (191),Buff,0.273944739,0.317107999,4533.7033,4.28769952,0.0140871309,8.60411494,53.5245557,1.36918624,1.60674664,0.250582383,-0.114712126,-0.228214565,0.583099062
BBTS1 (193),Buff,0.244204836,0.340458354,4913.68521,4.18755963,0.0152067084,8.40409124,49.0378356,1.51282812,1.77201077,0.236354614,-0.0480447348,-0.260340929,0.64232138
BBTS1 (198),Buff,0.262500277,0.301130596,5012.03755,4.40430758,0.0134218743,8.83714454,56.3452668,1.41918479,1.64405327,0.25756244,-0.150769114,-0.263770474,0.627988289
BBTS1 (2),Buff,0.284281837,0.31221028,5267.68325,4.70915255,0.0117930162,9.44656846,64.8970123,1.48538561,1.72235824,0.259119928,-0.146994637,-0.285660206,0.661726867
BBTS1 (20),Buff,0.263967764,0.32962711,5095.79601,4.45882384,0.0130144362,8.9460433,58.4266456,1.38143625,1.62889558,0.244374567,-0.0838504958,-0.215419686,0.571114713
BBTS1 (21),Buff,0.281835557,0.324519172,4889.14673,4.52344285,0.012619274,9.07551981,60.9078526,1.34596507,1.59128182,0.250949209,-0.109415562,-0.215363124,0.565569509
BBTS1 (22),Buff,0.386860324,0.255729421,3922.16714,4.78643897,0.0112360048,9.60101593,70.4996769,1.27170243,1.46000043,0.29215943,-0.305203334,-0.279448021,0.615580831
BBTS1 (221),Buff,0.304786923,0.306511436,3461.71136,3.95734696,0.016744567,7.94352984,43.8722049,1.41553386,1.64777122,0.253668386,-0.131859743,-0.247273308,0.610592529
BBTS1 (224),Buff,0.250730685,0.321751926,4822.23582,4.21027627,0.0148306901,8.44940145,49.9345015,1.48557742,1.72856098,0.245473146,-0.0934494639,-0.26106293,0.637194033
BBTS1 (225),Buff,0.325294678,0.283636558,3368.73481,4.04196046,0.0159319425,8.11300682,46.6043413,1.37497044,1.58951467,0.269033294,-0.201680876,-0.264330553,0.620404724
BBTS1 (227),Buff,0.30191404,0.256941047,3929.06888,4.19477205,0.014871267,8.4185008,50.7387396,1.38935586,1.5801372,0.285590919,-0.280875765,-0.321375597,0.674665601
BBTS1 (229),Buff,0.286904113,0.275931843,4272.3564,4.26129143,0.0143317694,8.5514249,52.6870973,1.38083865,1.58587921,0.273297942,-0.22421797,-0.287540189,0.643567137
BBTS1 (231),Buff,0.23605475,0.332573997,4865.82787,4.08470371,0.0162337502,8.19780761,45.6063482,1.57461639,1.82995219,0.239477665,-0.0634230257,-0.288140968,0.678926279
BBTS1 (233),Buff,0.253180623,0.324307424,4726.95571,4.18667594,0.0152254659,8.40235598,49.2313999,1.49682753,1.74155924,0.243975288,-0.0863909124,-0.272085414,0.65049443
BBTS1 (25),Buff,0.231013706,0.349305131,5664.95834,4.36786861,0.0137903431,8.76455021,53.7909701,1.53672535,1.80431778,0.234948293,-0.0358391513,-0.25176753,0.637448576
BBTS1 (26),Buff,0.27688697,0.305091885,4390.10281,4.23990185,0.0144712959,8.50861286,51.8006849,1.39948382,1.62872618,0.2573746,-0.146345548,-0.2530718,0.614199708
BBTS1 (27),Buff,0.295915745,0.287631482,4640.22722,4.52162885,0.0126226414,9.0718857,61.4256156,1.30706173,1.51844959,0.267083944,-0.194287883,-0.245015391,0.588764689
BBTS1 (28),Buff,0.29974307,0.28435436,4607.53274,4.53459745,0.0125908397,9.0978917,61.6037856,1.32566109,1.53566131,0.271154833,-0.210756362,-0.262220487,0.609958607
BBTS1 (29),Buff,0.323409266,0.240232846,4264.32287,4.53948982,0.012566594,9.10746698,62.4302665,1.28218198,1.45753941,0.299516187,-0.343186759,-0.317978369,0.651932536
BBTS1 (30),Buff,0.345148003,0.269330204,4126.61853,4.62524615,0.0120395209,9.27889325,65.4856483,1.25400898,1.45265185,0.281986528,-0.259071302,-0.254453027,0.588593303
BBTS1 (31),Buff,0.373503241,0.262889096,3874.10739,4.67271052,0.0117350298,9.37377614,67.5938046,1.21380216,1.40944482,0.288773167,-0.287163182,-0.247341938,0.573963485
BBTS1 (34),Buff,0.314497744,0.246168664,4355.87556,4.52260962,0.0125968297,9.07359115,61.89193,1.27909978,1.45944242,0.295286892,-0.323958335,-0.302189874,0.637588411
BBTS1 (35),Buff,0.284453211,0.311197407,4802.1972,4.50649156,0.0126608267,9.04138102,60.8435733,1.31153116,1.54517266,0.257202864,-0.141225392,-0.218452749,0.562562254
BBTS1 (36),Buff,0.251531982,0.368956397,5189.67227,4.38718047,0.013404938,8.80283987,56.1562044,1.38661481,1.6688048,0.229176026,-0.00219367658,-0.179959014,0.530970646
BBTS1 (37),Buff,0.295518488,0.295552532,4668.1951,4.53334837,0.012508503,9.09509005,61.7904239,1.3044062,1.52461758,0.26515757,-0.181030256,-0.232472574,0.575667367
BBTS1 (38),Buff,0.25344572,0.309069991,4972.11892,4.29960861,0.0142015385,8.62784904,52.6153071,1.4771152,1.71406119,0.260371619,-0.15216641,-0.287433281,0.662298217
BBTS1 (42),Buff,0.526282299,0.171586809,2982.07849,4.89554871,0.0107831153,9.81917885,77.594847,1.07043445,1.19353496,0.356245065,-0.603333359,-0.389434882,0.663355851
BBTS1 (43),Buff,0.422267296,0.23244863,3473.63024,4.71887995,0.011458756,9.46608748,70.4427508,1.12683722,1.29580255,0.30674276,-0.375316706,-0.257339928,0.565026129
BBTS1 (44),Buff,0.372008276,0.275084088,3929.36006,4.69634907,0.0116168197,9.42121912,68.1164138,1.22951565,1.43420605,0.282230278,-0.255682371,-0.235169147,0.564496845
BBTS1 (45),Buff,0.402614392,0.237353993,4148.83156,5.02477831,0.0102561197,10.0774271,78.7330834,1.27507062,1.44651128,0.306122476,-0.36984199,-0.329686695,0.660580179
BBTS1 (46),Buff,0.415578427,0.256490032,3729.81928,4.84407718,0.0110445533,9.71628088,72.8090851,1.25226993,1.44187281,0.295991793,-0.318223072,-0.282799758,0.615794547
BBTS1 (48),Buff,0.431323565,0.23442163,3452.93873,4.75218398,0.0114546153,9.5326879,70.7948861,1.18388005,1.35544255,0.308265644,-0.378435469,-0.291539576,0.609592161
BBTS1 (5),Buff,0.339023973,0.279364145,5017.52724,5.05303327,0.0100581775,10.1341869,78.2498631,1.35842508,1.56049356,0.27633169,-0.23500405,-0.279190688,0.631280995
BBTS1 (50),Buff,0.328317201,0.263051156,4297.74219,4.59557929,0.0122246856,9.21983244,63.9640501,1.29479756,1.48715394,0.284748432,-0.274645277,-0.27833148,0.618799526
BBTS1 (52),Buff,0.289407193,0.286719514,4970.96511,4.61869267,0.0122251247,9.26605232,62.7000333,1.43760298,1.65129527,0.268869146,-0.200614826,-0.29473315,0.660353009
BBTS1 (55),Buff,0.269564,0.327781005,5074.76616,4.49747049,0.0128607354,9.02366377,59.4112905,1.39959387,1.64840595,0.248930007,-0.0999205666,-0.232746921,0.59429509
BBTS1 (56),Buff,0.360393269,0.271663252,4411.60457,4.88977419,0.0108072422,9.80753119,72.7353123,1.353578,1.55331834,0.280173498,-0.252186047,-0.286039307,0.637003274
BBTS1 (57),Buff,0.2638563,0.281087176,4991.67586,4.40031265,0.0136614152,8.82934809,55.7411084,1.46767562,1.67810366,0.272431887,-0.216586446,-0.32010746,0.688130908
BBTS1 (58),Buff,0.288377723,0.286628547,4788.14248,4.52732923,0.0126587575,9.08321,60.7242173,1.37236466,1.58717309,0.269668789,-0.202411118,-0.271882637,0.627879619
BBTS1 (59),Buff,0.252585349,0.330288344,4800.73297,4.21844576,0.014725354,8.46619756,50.2258888,1.47928628,1.73090195,0.244802238,-0.0841213288,-0.2532752,0.628988823
BBTS1 (6),Buff,0.361753548,0.279085127,4480.19477,4.93998746,0.0105270187,9.90820312,74.6784523,1.33525849,1.53919813,0.276875878,-0.23588782,-0.267057483,0.615555169
BBTS1 (61),Buff,0.311718674,0.243347144,4585.18129,4.61356256,0.0121939245,9.25562852,63.3976366,1.37883465,1.55951472,0.298499449,-0.336540148,-0.345322193,0.692627002
BBTS1 (62),Buff,0.244871386,0.286381635,7281.75679,5.11009739,0.0100662993,10.2483741,77.1882551,1.57061772,1.7790326,0.271827548,-0.215145864,-0.361552782,0.738346338
BBTS1 (63),Buff,0.296544798,0.262892154,5051.0119,4.71009968,0.0118818067,9.44882507,65.0082532,1.48984676,1.68376925,0.284760242,-0.275018712,-0.358346842,0.722302637
