file,species,histogram1,histogram2,histogram3,histogram4,histogram5,histogram6,histogram7,histogram8,histogram9,histogram10,histogram11,histogram12,histogram13,histogram14,histogram15,histogram16,histogram17,histogram18,histogram19,histogram20,histogram21,histogram22,histogram23,histogram24,histogram25,histogram26,histogram27,histogram28,histogram29,histogram30,histogram31,histogram32,histogram33,histogram34,histogram35,histogram36,histogram37,histogram38,histogram39,histogram40,histogram41,histogram42,histogram43,histogram44,histogram45,histogram46,histogram47,histogram48,histogram49,histogram50,histogram51,histogram52,histogram53,histogram54,histogram55,histogram56,histogram57,histogram58,histogram59
B1 (22),Buff,0.34914,0.048659,0.020508,0.066516,0.031938,0.047869,0.019664,0.062808,0.030963,0.023991,0.022745,0.022294,0.021416,0.02221,0.021215,0.021564,0.021602,0.032063,0.013064,0.015542,0.0209,0.029811,0.012787,0.015982,0.02056,0.021146,0.011401,0.016809,0.040109,0.019897,0.012103,0.017511,0.040299,0.018282,0.014729,0.027598,0.029488,0.01752,0.01512,0.027377,0.031174,0.02726,0.025031,0.025019,0.025307,0.025845,0.0255,0.026589,0.027244,0.037865,0.040702,0.022361,0.056541,0.037163,0.042537,0.024048,0.059671,0.33596,0.84438
B1 (25),Buff,0.34848,0.056404,0.019825,0.054275,0.034168,0.05642,0.019742,0.051928,0.031422,0.020251,0.022074,0.02228,0.020249,0.020254,0.020109,0.019607,0.019375,0.029202,0.017397,0.01529,0.013276,0.026566,0.015532,0.014376,0.012639,0.028364,0.014843,0.011961,0.022659,0.025573,0.01435,0.011375,0.022356,0.022612,0.014686,0.01738,0.025743,0.020624,0.014327,0.016884,0.027473,0.025748,0.02423,0.022457,0.022684,0.023047,0.0232,0.022719,0.024509,0.038354,0.050972,0.022507,0.045466,0.036035,0.051761,0.023299,0.047895,0.34054,0.84673
B1 (3),Buff,0.3502,0.050882,0.028407,0.059087,0.021747,0.053297,0.031044,0.057437,0.020796,0.019016,0.020205,0.022111,0.022033,0.02124,0.020633,0.02083,0.020001,0.015246,0.012937,0.027741,0.018089,0.015815,0.012478,0.024926,0.015883,0.012084,0.020164,0.028186,0.017195,0.011232,0.019192,0.025166,0.016291,0.017079,0.026293,0.023991,0.015318,0.016485,0.023789,0.020962,0.015248,0.025328,0.025148,0.024555,0.02398,0.023228,0.023532,0.022316,0.023696,0.0262,0.046278,0.034943,0.053326,0.023748,0.044005,0.033418,0.055768,0.34054,0.84599
B1 (4),Buff,0.34392,0.045923,0.023002,0.071014,0.022314,0.046302,0.023307,0.069896,0.020698,0.018806,0.018554,0.019054,0.019492,0.018391,0.018033,0.017597,0.018573,0.017354,0.0095241,0.017373,0.018441,0.016257,0.0084013,0.016287,0.018069,0.011327,0.0096923,0.022065,0.020412,0.0090597,0.0088113,0.021677,0.020274,0.012199,0.016045,0.022539,0.0154,0.010154,0.0146,0.022236,0.016909,0.020976,0.021074,0.020424,0.020119,0.019039,0.019887,0.020673,0.020869,0.027038,0.041707,0.026031,0.063869,0.024599,0.040713,0.025945,0.066817,0.33944,0.85043
B1 (5),Buff,0.33519,0.048896,0.018988,0.066154,0.024524,0.049113,0.018681,0.067662,0.023889,0.018554,0.018122,0.017657,0.017983,0.018037,0.018246,0.017106,0.017341,0.01873,0.010297,0.012743,0.01582,0.01785,0.0089227,0.012338,0.015694,0.012752,0.0090991,0.012419,0.02133,0.010733,0.0077601,0.012758,0.020604,0.012085,0.011754,0.017026,0.017015,0.010381,0.011312,0.017211,0.017722,0.018387,0.018054,0.018135,0.018247,0.017865,0.017144,0.018729,0.018512,0.027726,0.046308,0.020783,0.062839,0.027155,0.045939,0.02158,0.061502,0.34289,0.85432
B1 (6),Buff,0.35405,0.059857,0.02162,0.052026,0.028986,0.060294,0.021527,0.053626,0.029818,0.019903,0.02045,0.020289,0.020176,0.020909,0.021305,0.020726,0.019574,0.024566,0.016575,0.016437,0.013226,0.025588,0.016225,0.015827,0.012674,0.025707,0.017114,0.012267,0.02043,0.024245,0.015399,0.011788,0.020156,0.021645,0.0157,0.017138,0.025023,0.021114,0.014987,0.016693,0.024341,0.023971,0.024309,0.023687,0.024224,0.024331,0.022726,0.023132,0.023702,0.035153,0.055293,0.024487,0.046947,0.034131,0.052415,0.023839,0.045624,0.34259,0.84356
B1 (7),Buff,0.3446,0.046223,0.017976,0.072808,0.02711,0.045925,0.017321,0.075484,0.027628,0.019073,0.019137,0.019076,0.018196,0.018957,0.018976,0.019112,0.018287,0.021642,0.01073,0.014062,0.018052,0.021847,0.0093125,0.013295,0.0182,0.014984,0.010195,0.015506,0.029868,0.013268,0.008582,0.015474,0.029621,0.014336,0.013903,0.021932,0.021443,0.012266,0.012865,0.021823,0.021398,0.022981,0.022236,0.020698,0.022073,0.02255,0.020235,0.021404,0.022288,0.03278,0.041151,0.020678,0.067029,0.032978,0.040411,0.021578,0.066111,0.33579,0.84949
B1 (8),Buff,0.34318,0.049622,0.024209,0.065627,0.023657,0.05085,0.02557,0.064839,0.022854,0.01876,0.019662,0.020241,0.020434,0.021289,0.020871,0.020273,0.019569,0.01841,0.011582,0.021213,0.019467,0.019361,0.011543,0.019973,0.017141,0.013533,0.013343,0.024366,0.022843,0.013226,0.01323,0.021947,0.021516,0.015447,0.019836,0.02471,0.019312,0.015011,0.018181,0.022437,0.018059,0.023455,0.023343,0.024378,0.024091,0.022135,0.021586,0.021431,0.022974,0.028674,0.044829,0.029242,0.059296,0.026684,0.041979,0.027443,0.060762,0.33741,0.85008
B2 (1),Buff,0.3166,0.060709,0.024142,0.057739,0.027014,0.06319,0.024433,0.055176,0.024822,0.032137,0.031635,0.034553,0.036757,0.033875,0.031454,0.030901,0.031863,0.038779,0.030702,0.042353,0.032022,0.03969,0.028178,0.038786,0.028157,0.040902,0.041433,0.042679,0.041669,0.038979,0.040094,0.038393,0.038257,0.045485,0.038355,0.046077,0.03617,0.041992,0.034056,0.041153,0.035245,0.042477,0.043707,0.041724,0.037228,0.037774,0.039511,0.037902,0.038207,0.037356,0.05614,0.033825,0.048188,0.033543,0.051897,0.032943,0.051004,0.33203,0.8368
B2 (10),Buff,0.31953,0.054367,0.025425,0.059176,0.025431,0.058568,0.027912,0.062056,0.024413,0.033055,0.033093,0.034376,0.035574,0.037113,0.036388,0.034723,0.033071,0.038079,0.028055,0.044002,0.035764,0.042595,0.0298,0.040803,0.03332,0.034646,0.037472,0.047515,0.045117,0.037407,0.035907,0.045809,0.042498,0.037723,0.037787,0.047169,0.037894,0.039924,0.036571,0.045971,0.033936,0.038496,0.040889,0.042432,0.041878,0.039913,0.037683,0.038183,0.038562,0.033122,0.05153,0.036999,0.05648,0.032921,0.047231,0.033683,0.053373,0.32811,0.83594
B2 (12),Buff,0.30293,0.052921,0.026654,0.06566,0.024608,0.052929,0.027118,0.066028,0.025141,0.041555,0.045484,0.04682,0.043065,0.044682,0.046255,0.046748,0.042683,0.060806,0.046124,0.068025,0.052376,0.062965,0.044984,0.067003,0.052453,0.055228,0.062888,0.079648,0.070513,0.059147,0.05923,0.080199,0.070917,0.060291,0.059212,0.06838,0.052097,0.060527,0.057139,0.069657,0.050061,0.052097,0.049557,0.051056,0.053473,0.05338,0.048843,0.048418,0.053524,0.035014,0.049165,0.039336,0.058234,0.034942,0.047281,0.039683,0.057804,0.31851,0.80236
B2 (13),Buff,0.32141,0.054022,0.026285,0.060338,0.024674,0.055613,0.027179,0.061075,0.024312,0.03351,0.035567,0.036382,0.035144,0.036371,0.037489,0.036528,0.033813,0.038277,0.029893,0.046986,0.035949,0.040698,0.031374,0.045752,0.035115,0.033098,0.041329,0.050879,0.043859,0.03548,0.039858,0.049524,0.042624,0.038395,0.040095,0.046109,0.034495,0.039881,0.040082,0.045853,0.032965,0.040051,0.040221,0.040067,0.041194,0.040979,0.03913,0.038201,0.038914,0.032926,0.050148,0.036763,0.05809,0.033726,0.047507,0.035308,0.055313,0.32953,0.83317
B2 (14),Buff,0.31978,0.05602,0.025751,0.061516,0.02621,0.058357,0.025158,0.057731,0.024449,0.033288,0.034901,0.037218,0.036748,0.033652,0.033778,0.034533,0.03398,0.037736,0.030055,0.045733,0.033205,0.037548,0.029854,0.042163,0.031474,0.033763,0.041448,0.048635,0.040116,0.033311,0.038256,0.044046,0.040335,0.04048,0.040421,0.045624,0.032633,0.039468,0.038123,0.043777,0.032963,0.042208,0.042064,0.039435,0.039408,0.040398,0.039234,0.038226,0.039866,0.034711,0.050127,0.035032,0.054758,0.032707,0.048286,0.034266,0.055756,0.3312,0.83523
B2 (15),Buff,0.32079,0.056116,0.024971,0.059853,0.028242,0.058396,0.025113,0.057543,0.027358,0.031973,0.033856,0.036152,0.035999,0.033774,0.032902,0.034676,0.034452,0.039418,0.03138,0.043169,0.031956,0.040197,0.029375,0.040295,0.031359,0.03645,0.040304,0.043556,0.040804,0.037001,0.037227,0.040433,0.04122,0.041396,0.038193,0.041527,0.034929,0.039958,0.036157,0.041442,0.034266,0.041218,0.04131,0.038544,0.037295,0.039056,0.038676,0.036532,0.037577,0.036559,0.051659,0.032619,0.052536,0.034896,0.050788,0.032507,0.054165,0.32993,0.83661
B2 (17),Buff,0.32124,0.054078,0.026351,0.063055,0.02687,0.055174,0.026005,0.060589,0.026244,0.032654,0.033531,0.03499,0.034877,0.033321,0.033129,0.033837,0.033963,0.039305,0.027098,0.041604,0.035671,0.039531,0.027066,0.039949,0.034443,0.032208,0.034766,0.049673,0.046455,0.034036,0.032899,0.046014,0.045325,0.035199,0.036394,0.046366,0.0342,0.034085,0.035045,0.044266,0.034869,0.037995,0.037789,0.037014,0.036807,0.036948,0.037053,0.036312,0.037265,0.035052,0.047875,0.033397,0.057723,0.033844,0.04769,0.033738,0.05762,0.33047,0.8367
B2 (18),Buff,0.32298,0.05896,0.025342,0.061425,0.025984,0.054313,0.022397,0.059841,0.02813,0.036191,0.033963,0.032138,0.030378,0.032115,0.031355,0.032984,0.035327,0.04511,0.025485,0.032414,0.03115,0.040259,0.024841,0.034136,0.034996,0.036853,0.027165,0.036085,0.045908,0.034619,0.027119,0.037496,0.05245,0.03647,0.028592,0.043607,0.036709,0.035063,0.030252,0.049131,0.040462,0.037861,0.037849,0.038697,0.038508,0.039142,0.041599,0.04296,0.041293,0.034663,0.046657,0.031093,0.054861,0.037663,0.050259,0.033494,0.055239,0.33055,0.83702
B2 (19),Buff,0.32219,0.060879,0.023859,0.057559,0.027967,0.057148,0.021939,0.057152,0.029187,0.035966,0.033394,0.031693,0.03227,0.032927,0.031834,0.032999,0.035418,0.048663,0.026822,0.031317,0.029939,0.044641,0.026714,0.033828,0.033448,0.042478,0.028726,0.032325,0.046964,0.039504,0.027076,0.03404,0.052175,0.039114,0.027898,0.041944,0.041041,0.037448,0.028851,0.046413,0.043223,0.037258,0.039034,0.039923,0.038242,0.039056,0.042453,0.043397,0.040076,0.036745,0.04959,0.030562,0.050869,0.040314,0.052981,0.032345,0.050206,0.33156,0.83607
B2 (2),Buff,0.31372,0.060287,0.024093,0.057274,0.028159,0.065421,0.024402,0.053811,0.025199,0.034907,0.03351,0.037412,0.040947,0.038465,0.033336,0.032696,0.035706,0.044101,0.03242,0.047274,0.040096,0.045203,0.030181,0.042238,0.034561,0.043893,0.043636,0.052184,0.051611,0.042141,0.042585,0.046853,0.0483,0.045546,0.041432,0.05584,0.04033,0.043824,0.037456,0.049447,0.03905,0.043514,0.048124,0.044868,0.037265,0.038204,0.040266,0.04002,0.038288,0.039848,0.057616,0.033971,0.048785,0.034363,0.052404,0.032057,0.0515,0.32961,0.83075
B2 (20),Buff,0.3162,0.060707,0.023595,0.060846,0.025518,0.056477,0.021586,0.060693,0.027113,0.036746,0.034628,0.03211,0.03177,0.032666,0.03286,0.033689,0.035557,0.050801,0.02867,0.0336,0.030744,0.045946,0.028214,0.03625,0.034662,0.047599,0.031715,0.03585,0.049039,0.043464,0.031542,0.03765,0.054324,0.041939,0.0294,0.045573,0.041589,0.042278,0.031521,0.050533,0.045277,0.039697,0.038582,0.039906,0.040405,0.041538,0.044949,0.04551,0.042887,0.03673,0.047226,0.030497,0.052566,0.039603,0.051909,0.033534,0.053363,0.33114,0.83437
B2 (21),Buff,0.31586,0.06401,0.02345,0.05709,0.026157,0.058412,0.021913,0.056215,0.027867,0.038232,0.035514,0.03406,0.032666,0.033467,0.033531,0.034501,0.036722,0.054675,0.033319,0.033804,0.02861,0.048359,0.032844,0.036552,0.032673,0.057295,0.035227,0.033474,0.0479,0.052302,0.036081,0.034301,0.051832,0.048774,0.029788,0.043039,0.044234,0.047612,0.030875,0.046837,0.04757,0.040666,0.039172,0.041444,0.040736,0.041408,0.044841,0.047093,0.043722,0.037639,0.051511,0.030991,0.047698,0.04037,0.056109,0.033153,0.04895,0.33104,0.83188
B2 (22),Buff,0.31489,0.071399,0.023149,0.050996,0.027322,0.06786,0.021234,0.049717,0.027332,0.038675,0.034939,0.032869,0.034924,0.035206,0.032237,0.033011,0.037443,0.052054,0.034821,0.035455,0.027685,0.04831,0.033726,0.036024,0.029368,0.06206,0.038827,0.031365,0.044666,0.054579,0.036945,0.030973,0.046576,0.052699,0.030654,0.041129,0.044448,0.050419,0.0303,0.042975,0.047649,0.039598,0.042611,0.044108,0.03931,0.038808,0.045828,0.047479,0.041171,0.038423,0.059704,0.030078,0.04166,0.039682,0.063591,0.032338,0.042105,0.33251,0.83087
B2 (24),Buff,0.31848,0.068825,0.026258,0.052355,0.024453,0.06618,0.024826,0.049207,0.023721,0.037097,0.036699,0.034371,0.033997,0.034477,0.032766,0.031876,0.034303,0.045784,0.041163,0.040276,0.025159,0.041731,0.036663,0.039382,0.025605,0.055245,0.053714,0.031637,0.035672,0.049838,0.047494,0.030268,0.035647,0.059666,0.035293,0.035773,0.038163,0.053082,0.035358,0.037166,0.040648,0.040756,0.041674,0.041987,0.039691,0.038612,0.042224,0.044533,0.043457,0.034781,0.059944,0.033547,0.041427,0.033716,0.062296,0.036302,0.043162,0.32893,0.83263
B2 (25),Buff,0.32615,0.059014,0.027165,0.055682,0.02526,0.058382,0.025725,0.053897,0.025001,0.031922,0.032765,0.032615,0.030578,0.030333,0.030151,0.031447,0.032059,0.036407,0.03001,0.039403,0.026033,0.033199,0.028528,0.039035,0.027873,0.035252,0.04112,0.037935,0.031827,0.032917,0.039456,0.037046,0.035812,0.039733,0.035275,0.033581,0.028996,0.03772,0.033607,0.035519,0.031039,0.035936,0.034844,0.033926,0.033131,0.035296,0.03552,0.035164,0.0362,0.03172,0.056459,0.033676,0.04923,0.032305,0.056364,0.035183,0.049485,0.32929,0.84102
B2 (3),Buff,0.31347,0.061845,0.023967,0.055995,0.029102,0.065711,0.024437,0.052141,0.026007,0.03479,0.034084,0.038267,0.042138,0.038943,0.032699,0.033823,0.036857,0.045648,0.034262,0.048264,0.039035,0.04593,0.032126,0.043629,0.034281,0.046246,0.044697,0.050383,0.050182,0.045339,0.044367,0.044937,0.048949,0.046632,0.041191,0.052562,0.038689,0.043752,0.037475,0.046921,0.038401,0.042977,0.047643,0.042579,0.036001,0.037231,0.040951,0.038794,0.037387,0.040887,0.059586,0.033512,0.046725,0.035195,0.05436,0.032176,0.050915,0.3311,0.83011
B2 (4),Buff,0.31385,0.06398,0.023878,0.053816,0.028729,0.068003,0.024195,0.05125,0.02545,0.036448,0.034363,0.038838,0.042803,0.03862,0.032695,0.0338,0.037315,0.044374,0.037503,0.05042,0.035608,0.044165,0.033774,0.045954,0.03256,0.048889,0.050485,0.047132,0.045309,0.04655,0.0477,0.04555,0.043458,0.051435,0.042592,0.049573,0.036922,0.04695,0.039795,0.045351,0.037445,0.044466,0.049096,0.044125,0.036858,0.038643,0.042215,0.040808,0.038672,0.039904,0.061869,0.033476,0.045284,0.03464,0.055996,0.03322,0.047486,0.33053,0.82911
B2 (5),Buff,0.31511,0.065796,0.023826,0.052278,0.028441,0.069864,0.024764,0.049319,0.025485,0.036764,0.033906,0.037721,0.04268,0.0378,0.032738,0.034405,0.036879,0.043496,0.036625,0.049717,0.03512,0.044014,0.033984,0.045639,0.032142,0.048173,0.051032,0.0451,0.043261,0.046353,0.05026,0.043817,0.04182,0.051311,0.042196,0.047851,0.03666,0.048302,0.040915,0.045066,0.037101,0.043204,0.049292,0.044727,0.036871,0.038186,0.043699,0.041189,0.03824,0.03946,0.06318,0.035148,0.044751,0.034758,0.056188,0.033432,0.046467,0.33041,0.82906
B2 (6),Buff,0.31202,0.066297,0.024224,0.051397,0.027588,0.07034,0.025515,0.049747,0.025574,0.038282,0.034967,0.037763,0.044865,0.041331,0.034626,0.035321,0.040466,0.046372,0.038136,0.053726,0.039193,0.048112,0.036075,0.051469,0.036249,0.049225,0.05355,0.051184,0.047757,0.046884,0.052429,0.051603,0.046038,0.052104,0.045082,0.053104,0.040694,0.049602,0.044853,0.050643,0.039844,0.043499,0.051275,0.048805,0.039693,0.041199,0.046783,0.043962,0.039478,0.038322,0.062158,0.036612,0.045954,0.03503,0.056433,0.033812,0.045508,0.33017,0.82399
B2 (7),Buff,0.31383,0.063782,0.027263,0.051038,0.025511,0.066354,0.028063,0.052987,0.024546,0.039559,0.036494,0.036898,0.042143,0.04115,0.03777,0.037026,0.039962,0.045098,0.038968,0.055295,0.039932,0.046847,0.036457,0.053049,0.038917,0.045909,0.056378,0.051512,0.047223,0.04487,0.05386,0.055166,0.044947,0.052095,0.047378,0.052188,0.040576,0.049058,0.047602,0.051873,0.038705,0.042008,0.048653,0.048352,0.042123,0.040975,0.045514,0.046087,0.040739,0.033944,0.058779,0.038024,0.048002,0.033369,0.055478,0.036054,0.04701,0.32857,0.82373
B2 (8),Buff,0.32406,0.056916,0.027936,0.05758,0.024115,0.059042,0.028865,0.059309,0.024342,0.033849,0.034451,0.035081,0.035273,0.035512,0.035996,0.034771,0.032685,0.035608,0.030582,0.048722,0.033669,0.038017,0.030002,0.046035,0.03257,0.033532,0.046714,0.048021,0.039713,0.033344,0.041751,0.048457,0.037577,0.041495,0.042728,0.043577,0.034292,0.040572,0.041325,0.044356,0.032148,0.039405,0.040932,0.042034,0.041254,0.040387,0.039327,0.038978,0.039557,0.032374,0.053133,0.038239,0.053883,0.031767,0.048929,0.037178,0.051733,0.32628,0.83418
B2 (9),Buff,0.32486,0.059497,0.026642,0.053447,0.025086,0.061909,0.027616,0.055472,0.0243,0.032683,0.031522,0.032492,0.03512,0.034715,0.033462,0.032383,0.0322,0.033081,0.028819,0.042251,0.029278,0.03634,0.029228,0.039627,0.028171,0.031985,0.040655,0.038886,0.033947,0.033623,0.037421,0.038751,0.031704,0.038008,0.037192,0.03799,0.031161,0.037694,0.034985,0.037371,0.029342,0.036212,0.040083,0.040029,0.038074,0.036924,0.037206,0.036617,0.034893,0.032555,0.056269,0.036808,0.051411,0.031376,0.052149,0.034099,0.048578,0.33183,0.83859
B3 (1),Buff,0.34842,0.055117,0.0206,0.059097,0.028022,0.057925,0.02075,0.057568,0.026389,0.019287,0.020402,0.02168,0.021663,0.021066,0.020301,0.020058,0.019062,0.023637,0.015335,0.018902,0.017078,0.024522,0.015175,0.016727,0.01477,0.021866,0.016912,0.017921,0.025349,0.02147,0.015758,0.016157,0.022923,0.021517,0.018567,0.023246,0.023893,0.021146,0.016648,0.020598,0.022912,0.026264,0.026304,0.025359,0.024956,0.024386,0.023082,0.022956,0.024399,0.034447,0.052002,0.025324,0.050272,0.030884,0.04859,0.024355,0.051998,0.3325,0.84912
B3 (11),Buff,0.34645,0.057536,0.027138,0.054098,0.021499,0.059572,0.029489,0.055811,0.0211,0.019627,0.020218,0.021492,0.021309,0.020897,0.021577,0.022088,0.019757,0.015771,0.016754,0.025054,0.015368,0.016998,0.01701,0.0247,0.01467,0.015913,0.025777,0.022693,0.014927,0.015903,0.025185,0.022078,0.014512,0.021759,0.024415,0.020322,0.016544,0.022219,0.024287,0.019054,0.015424,0.02434,0.02442,0.024556,0.024768,0.024438,0.022768,0.022858,0.023601,0.024955,0.052602,0.033329,0.049835,0.024053,0.049779,0.031782,0.049567,0.33826,0.84797
B3 (12),Buff,0.34689,0.053773,0.025418,0.057926,0.022352,0.055063,0.027546,0.061253,0.022225,0.019397,0.019974,0.021141,0.021296,0.021246,0.02142,0.022681,0.020425,0.016788,0.015076,0.024493,0.016323,0.018035,0.016306,0.024666,0.015513,0.014831,0.023081,0.022325,0.017582,0.015548,0.022727,0.0223,0.016844,0.021083,0.023896,0.021815,0.017265,0.021503,0.023761,0.020987,0.016289,0.025255,0.025017,0.025234,0.025608,0.026549,0.023511,0.022875,0.023772,0.026071,0.049119,0.032615,0.054164,0.025532,0.046081,0.030395,0.053075,0.33369,0.84937
