file,species,histogram1,histogram2,histogram3,histogram4,histogram5,histogram6,histogram7,histogram8,histogram9,histogram10,histogram11,histogram12,histogram13,histogram14,histogram15,histogram16,histogram17,histogram18,histogram19,histogram20,histogram21,histogram22,histogram23,histogram24,histogram25,histogram26,histogram27,histogram28,histogram29,histogram30,histogram31,histogram32,histogram33,histogram34,histogram35,histogram36,histogram37,histogram38,histogram39,histogram40,histogram41,histogram42,histogram43,histogram44,histogram45,histogram46,histogram47,histogram48,histogram49,histogram50,histogram51,histogram52,histogram53,histogram54,histogram55,histogram56,histogram57,histogram58,histogram59
B1 (22),Buff,0.28703,0.038371,0.022889,0.045017,0.030446,0.037007,0.020727,0.042942,0.030446,0.017292,0.013812,0.013144,0.012246,0.015349,0.01162,0.012999,0.013273,0.014847,0.0072762,0.0070374,0.010441,0.012888,0.0064105,0.0073976,0.011133,0.010332,0.004774,0.007526,0.016073,0.0094874,0.0053051,0.0082037,0.016207,0.0080251,0.0066169,0.011994,0.013627,0.0077757,0.0068465,0.012724,0.01522,0.013987,0.012288,0.015627,0.012687,0.013239,0.01391,0.018478,0.014708,0.035275,0.030837,0.022003,0.037952,0.035265,0.033952,0.025995,0.041655,0.27981,0.90278
B1 (25),Buff,0.28915,0.042099,0.023343,0.04001,0.032091,0.040991,0.021425,0.037854,0.029159,0.013229,0.013821,0.013312,0.012169,0.01196,0.012594,0.011696,0.011465,0.012385,0.0096768,0.0069326,0.0065476,0.011295,0.0082622,0.0065945,0.0064284,0.012618,0.00688,0.0048636,0.0082783,0.01096,0.0065223,0.0050276,0.0082893,0.010766,0.0070122,0.0073379,0.010921,0.0095663,0.0065181,0.0069058,0.011938,0.013891,0.012761,0.012611,0.014109,0.012439,0.012025,0.013673,0.015111,0.033694,0.038172,0.023903,0.033692,0.032188,0.039098,0.026412,0.036877,0.28249,0.90209
B1 (3),Buff,0.28896,0.037706,0.028144,0.043348,0.023104,0.039365,0.030412,0.042347,0.021774,0.011305,0.011446,0.012794,0.013369,0.013215,0.011823,0.011771,0.012031,0.0067526,0.0065189,0.012038,0.0092551,0.0068759,0.0058794,0.010227,0.0076948,0.0051418,0.0081388,0.01183,0.0071599,0.0048039,0.0077919,0.010244,0.0064671,0.0076112,0.011672,0.010983,0.0070146,0.0070495,0.010214,0.009322,0.0067945,0.013731,0.015018,0.013618,0.012305,0.012586,0.01328,0.012252,0.012638,0.026389,0.035587,0.032528,0.038868,0.024208,0.03332,0.031452,0.040694,0.28175,0.90253
B1 (4),Buff,0.2958,0.038871,0.02291,0.048485,0.023321,0.03987,0.022861,0.047065,0.022159,0.010886,0.010824,0.010561,0.012717,0.01128,0.010511,0.0095393,0.011986,0.007422,0.0047421,0.0076601,0.0091188,0.0072516,0.0043294,0.0070107,0.0080877,0.005105,0.0043888,0.0088101,0.0088129,0.0040206,0.0043673,0.0081842,0.0087054,0.0055888,0.0073988,0.010921,0.0068671,0.0050374,0.0067511,0.010176,0.0075373,0.011472,0.013171,0.012178,0.011157,0.010064,0.011851,0.011808,0.011491,0.027031,0.035829,0.024996,0.044678,0.024841,0.035132,0.024367,0.046489,0.28873,0.89822
B1 (5),Buff,0.29168,0.0407,0.020877,0.046999,0.0247,0.040117,0.021229,0.046884,0.024047,0.012316,0.010764,0.010689,0.010745,0.012356,0.010732,0.010679,0.010386,0.0091079,0.0052693,0.0062627,0.0080176,0.0084798,0.0049768,0.0060908,0.0077556,0.0064062,0.0044416,0.0060347,0.0089861,0.0057417,0.0042463,0.006066,0.0090569,0.0060506,0.0058657,0.0085151,0.008962,0.0059119,0.0055418,0.0080985,0.0089114,0.011285,0.010752,0.01298,0.011347,0.011081,0.010494,0.013076,0.011464,0.027451,0.039177,0.023045,0.044049,0.026233,0.03822,0.022471,0.044093,0.29612,0.89715
B1 (6),Buff,0.2927,0.041813,0.022912,0.039812,0.02709,0.042862,0.023285,0.040337,0.027396,0.012364,0.012718,0.012319,0.011775,0.013348,0.01315,0.012,0.011888,0.010756,0.0083599,0.0074199,0.006788,0.011877,0.008727,0.0071746,0.0065338,0.010793,0.0071915,0.005456,0.0086805,0.011367,0.0067126,0.0053743,0.0081487,0.0099061,0.0067466,0.0075075,0.012387,0.0099776,0.0064335,0.0075094,0.011548,0.012551,0.012254,0.013949,0.014989,0.012698,0.011555,0.012571,0.013808,0.032398,0.040205,0.026348,0.035333,0.031028,0.037293,0.02485,0.034822,0.28288,0.90096
B1 (7),Buff,0.29248,0.039019,0.0211,0.046798,0.025919,0.039656,0.02129,0.04786,0.024974,0.013184,0.010966,0.011331,0.010598,0.013648,0.010692,0.011329,0.0099209,0.0093396,0.0056719,0.0065725,0.0081071,0.0095656,0.0052488,0.0061361,0.0079038,0.0074831,0.0046589,0.0066002,0.0094588,0.0068093,0.0040521,0.0063055,0.0092191,0.0068563,0.0062804,0.0094582,0.0098305,0.0062318,0.0058122,0.0089733,0.0093651,0.012608,0.011935,0.014384,0.012015,0.012033,0.010593,0.013932,0.011711,0.029524,0.036535,0.024289,0.042986,0.028551,0.034957,0.023309,0.041749,0.28501,0.90046
B1 (8),Buff,0.28825,0.03771,0.024339,0.045759,0.025002,0.039217,0.026284,0.045616,0.023903,0.011547,0.011131,0.011766,0.013172,0.012927,0.012409,0.011433,0.01238,0.0077501,0.005687,0.0087999,0.0096423,0.0088917,0.0058602,0.0081647,0.008367,0.0057041,0.0058428,0.0091753,0.0097455,0.006038,0.0057065,0.0080399,0.0081244,0.0070072,0.0083167,0.010839,0.0086401,0.0069272,0.0077133,0.0096716,0.0078026,0.01285,0.013727,0.014193,0.013093,0.011551,0.012034,0.01196,0.01197,0.027841,0.035938,0.028501,0.041901,0.026506,0.033298,0.025685,0.042538,0.28356,0.90221
B2 (1),Buff,0.25274,0.037767,0.026797,0.041821,0.028377,0.040148,0.027242,0.039105,0.025207,0.016371,0.01764,0.018598,0.017897,0.01735,0.01677,0.016229,0.01594,0.015026,0.013534,0.017005,0.014673,0.014429,0.012463,0.015259,0.012179,0.013847,0.016035,0.016351,0.014425,0.01322,0.015042,0.014512,0.013471,0.01652,0.016594,0.016695,0.013895,0.015895,0.014681,0.014228,0.013642,0.020222,0.019468,0.018033,0.01845,0.017745,0.016704,0.016763,0.018975,0.035256,0.037293,0.033517,0.03523,0.029422,0.032352,0.033264,0.039076,0.25816,0.91675
B2 (10),Buff,0.26061,0.036066,0.026289,0.037776,0.026745,0.041783,0.032022,0.041643,0.026119,0.016054,0.014943,0.016244,0.018321,0.020115,0.017954,0.016541,0.016588,0.013051,0.010244,0.015565,0.016016,0.015696,0.010927,0.014497,0.015491,0.0095323,0.011245,0.016546,0.016071,0.011993,0.010615,0.016373,0.016364,0.010694,0.013684,0.017618,0.013794,0.011413,0.012302,0.017629,0.012617,0.015989,0.01945,0.020523,0.017997,0.016165,0.017027,0.01602,0.01537,0.033556,0.036762,0.036453,0.039182,0.032426,0.031719,0.02971,0.03648,0.26261,0.91363
B2 (12),Buff,0.26119,0.037687,0.029804,0.038904,0.026562,0.038714,0.032723,0.043482,0.028179,0.020841,0.019501,0.01767,0.020518,0.022465,0.021144,0.020228,0.020849,0.016884,0.013688,0.019026,0.018678,0.017536,0.013811,0.018398,0.01799,0.013417,0.015573,0.021085,0.018036,0.01405,0.014343,0.018745,0.018915,0.014648,0.016862,0.019931,0.014894,0.014781,0.015634,0.019517,0.014887,0.017881,0.020975,0.020704,0.020444,0.01971,0.020185,0.019948,0.019791,0.031402,0.036083,0.038347,0.039,0.032855,0.035073,0.036945,0.037446,0.268,0.90909
B2 (13),Buff,0.26318,0.03742,0.029633,0.038071,0.026621,0.040028,0.031839,0.039962,0.02522,0.015895,0.015551,0.015636,0.018319,0.018425,0.017187,0.015739,0.016546,0.011971,0.0098813,0.015104,0.014742,0.013325,0.01088,0.014746,0.012988,0.0091093,0.011248,0.016619,0.013432,0.0098038,0.011106,0.014805,0.013041,0.010327,0.013547,0.01598,0.011459,0.011233,0.012771,0.014975,0.01083,0.014781,0.017791,0.01852,0.016586,0.015587,0.016995,0.016529,0.015274,0.030775,0.035514,0.036098,0.038513,0.031241,0.034121,0.03394,0.037222,0.26584,0.91254
B2 (14),Buff,0.25614,0.039884,0.02908,0.039278,0.027602,0.042061,0.028647,0.037061,0.025921,0.01696,0.016384,0.016932,0.019163,0.017743,0.015596,0.015238,0.016888,0.012906,0.01085,0.017534,0.01442,0.01264,0.010608,0.015021,0.01477,0.0093581,0.013927,0.019211,0.012581,0.0092851,0.012455,0.016109,0.014093,0.011479,0.016308,0.016367,0.010648,0.011736,0.013944,0.016684,0.010967,0.016722,0.019207,0.018231,0.015452,0.015132,0.017884,0.017438,0.01587,0.031437,0.036864,0.035617,0.036701,0.028273,0.034598,0.034841,0.037349,0.26372,0.91474
B2 (15),Buff,0.2616,0.039672,0.027597,0.038895,0.030113,0.041698,0.027712,0.037163,0.026846,0.016455,0.01596,0.017262,0.019685,0.016912,0.015224,0.015892,0.017089,0.012316,0.011572,0.016965,0.014022,0.012969,0.011057,0.015323,0.013695,0.0099877,0.014322,0.016862,0.012753,0.010621,0.012998,0.015469,0.01276,0.012376,0.015415,0.015488,0.011284,0.011895,0.01372,0.015302,0.010806,0.017144,0.019006,0.017488,0.015198,0.016202,0.017335,0.016356,0.01551,0.033943,0.037185,0.033559,0.036069,0.030545,0.035044,0.032353,0.036841,0.26432,0.91319
B2 (17),Buff,0.2656,0.035713,0.027981,0.041436,0.027582,0.038394,0.028959,0.041433,0.026532,0.016096,0.01563,0.016355,0.017468,0.017711,0.01596,0.015571,0.016139,0.013133,0.0094254,0.014386,0.014537,0.013266,0.0092603,0.012805,0.014083,0.0096755,0.01044,0.017466,0.014218,0.0097505,0.0097262,0.015286,0.014841,0.010079,0.013573,0.016291,0.011871,0.0098717,0.012416,0.01614,0.012185,0.01606,0.017723,0.017561,0.016035,0.01571,0.015974,0.017348,0.016031,0.031416,0.034341,0.032673,0.039512,0.031421,0.033293,0.032843,0.040955,0.26497,0.91213
B2 (18),Buff,0.2536,0.040557,0.027922,0.041533,0.027566,0.034984,0.023906,0.040113,0.029682,0.019648,0.016901,0.014621,0.014834,0.016256,0.015214,0.01577,0.01753,0.01875,0.0093759,0.010802,0.014659,0.016521,0.0097844,0.012162,0.01624,0.013631,0.0076138,0.012954,0.019134,0.012873,0.0082461,0.013229,0.022008,0.010417,0.0092919,0.017008,0.015181,0.010267,0.010144,0.018965,0.017451,0.014656,0.015303,0.017885,0.016043,0.015291,0.017764,0.020009,0.016938,0.032758,0.030518,0.028758,0.037747,0.036713,0.035158,0.032074,0.039132,0.25974,0.91673
B2 (19),Buff,0.25425,0.039989,0.02759,0.040167,0.027715,0.035711,0.024423,0.039265,0.030675,0.019656,0.017646,0.014704,0.014245,0.017188,0.016018,0.015784,0.017041,0.020087,0.010286,0.0099784,0.013992,0.018401,0.010702,0.011185,0.015042,0.015809,0.0080816,0.011135,0.020732,0.014221,0.0082655,0.011738,0.022105,0.012,0.0087549,0.016623,0.01787,0.011856,0.0095664,0.017507,0.019121,0.014975,0.014761,0.017892,0.016874,0.015914,0.017606,0.020951,0.018181,0.033922,0.031955,0.027652,0.036325,0.037924,0.035451,0.032228,0.037323,0.25911,0.91654
B2 (2),Buff,0.25426,0.034228,0.027377,0.045806,0.030866,0.038689,0.027814,0.04186,0.025959,0.016279,0.01774,0.019647,0.019724,0.018686,0.017398,0.016729,0.016015,0.014383,0.01246,0.018052,0.01663,0.015477,0.012186,0.016547,0.014226,0.012907,0.014904,0.019807,0.016941,0.01256,0.015575,0.017037,0.015786,0.015576,0.017903,0.019775,0.013696,0.014465,0.015357,0.016765,0.013861,0.021599,0.02082,0.01945,0.017552,0.017484,0.016195,0.016602,0.018545,0.037618,0.036189,0.033652,0.038457,0.029178,0.030674,0.032149,0.042225,0.26193,0.91428
B2 (20),Buff,0.25285,0.041631,0.026076,0.041383,0.027722,0.03663,0.022971,0.039467,0.030117,0.018837,0.016881,0.0148,0.014452,0.016384,0.015751,0.016443,0.017467,0.019722,0.010353,0.010144,0.013351,0.01799,0.010605,0.012105,0.01507,0.016537,0.0086353,0.011521,0.019157,0.015383,0.0091648,0.012348,0.021351,0.012393,0.0095028,0.01656,0.016915,0.01304,0.010535,0.018159,0.019354,0.015533,0.015308,0.017405,0.017619,0.017023,0.018945,0.020634,0.018491,0.033612,0.031555,0.028601,0.036118,0.039498,0.036307,0.032188,0.03717,0.25861,0.91684
B2 (21),Buff,0.25363,0.043307,0.026527,0.039429,0.028831,0.038265,0.023454,0.037686,0.031142,0.019612,0.01851,0.01625,0.015051,0.015794,0.016701,0.017172,0.018544,0.022266,0.013494,0.011015,0.01157,0.019271,0.013664,0.012387,0.013996,0.022718,0.010157,0.0092469,0.017993,0.020811,0.011275,0.010394,0.020567,0.015979,0.0095341,0.014234,0.018915,0.01651,0.010136,0.01633,0.020576,0.016723,0.015622,0.017862,0.018045,0.017097,0.019268,0.021043,0.019906,0.035974,0.033535,0.02747,0.034455,0.040241,0.039028,0.031377,0.036956,0.25972,0.91543
B2 (22),Buff,0.25441,0.043101,0.026346,0.038334,0.028991,0.03938,0.023379,0.036037,0.029276,0.018564,0.018996,0.015839,0.015217,0.015896,0.016058,0.015276,0.016491,0.020034,0.013528,0.010458,0.011111,0.018247,0.013084,0.010883,0.011608,0.021612,0.010517,0.0088665,0.016976,0.019532,0.010865,0.009012,0.016741,0.016594,0.0093034,0.013997,0.017956,0.016109,0.0097574,0.013882,0.020086,0.016831,0.015504,0.017515,0.018649,0.016332,0.017127,0.019462,0.020158,0.037743,0.035203,0.027785,0.033025,0.038018,0.0394,0.030618,0.035072,0.25852,0.91635
B2 (24),Buff,0.25549,0.044258,0.028641,0.038236,0.028457,0.042347,0.025212,0.034642,0.027482,0.017266,0.019252,0.018157,0.016147,0.015283,0.017583,0.016056,0.016082,0.017071,0.019037,0.01328,0.0085338,0.016003,0.017007,0.013275,0.0091156,0.022465,0.019831,0.0081347,0.011227,0.02065,0.017069,0.0084517,0.010846,0.022785,0.012138,0.0098459,0.015018,0.021058,0.011459,0.0099005,0.015463,0.019226,0.016428,0.016456,0.01873,0.017874,0.016372,0.018523,0.020153,0.035527,0.039857,0.029706,0.030629,0.034288,0.042367,0.033256,0.032977,0.25941,0.91523
B2 (25),Buff,0.26963,0.041216,0.029801,0.039578,0.025389,0.039831,0.027047,0.038341,0.026064,0.016918,0.016549,0.016289,0.015165,0.014968,0.014359,0.015835,0.016449,0.011991,0.011723,0.013938,0.010285,0.011088,0.011225,0.014383,0.011559,0.011265,0.012736,0.012446,0.0090909,0.01081,0.012504,0.012902,0.010616,0.013263,0.013117,0.011029,0.010177,0.012922,0.012862,0.012117,0.010912,0.017176,0.015194,0.014985,0.015188,0.016363,0.016658,0.016114,0.016439,0.029498,0.038471,0.032273,0.034201,0.029605,0.040398,0.033964,0.035591,0.26891,0.91035
B2 (3),Buff,0.25846,0.035461,0.026432,0.044413,0.030798,0.039568,0.02752,0.03979,0.026864,0.015876,0.018007,0.020616,0.019497,0.018643,0.017158,0.017046,0.016015,0.014215,0.013202,0.018317,0.016411,0.014034,0.011867,0.016883,0.013551,0.012897,0.015517,0.01844,0.01526,0.011619,0.015203,0.016251,0.013573,0.015763,0.017123,0.017938,0.012436,0.013947,0.015546,0.014681,0.011967,0.020433,0.020732,0.017501,0.016547,0.017236,0.015766,0.015526,0.017338,0.03779,0.037755,0.033601,0.038192,0.030062,0.031645,0.031742,0.041627,0.26269,0.9133
B2 (4),Buff,0.25617,0.037415,0.027427,0.041519,0.030282,0.041861,0.02806,0.037239,0.025877,0.016364,0.017716,0.020581,0.020501,0.018339,0.017395,0.01739,0.016853,0.014111,0.015366,0.020107,0.01421,0.013482,0.013332,0.018369,0.012403,0.014253,0.017981,0.01786,0.013194,0.012067,0.018041,0.01657,0.011892,0.017296,0.018639,0.016733,0.01166,0.01516,0.01652,0.013648,0.01179,0.021132,0.02143,0.017417,0.016452,0.017171,0.016828,0.015658,0.017928,0.036335,0.03882,0.034462,0.03563,0.029165,0.034319,0.033446,0.038836,0.26213,0.91399
B2 (5),Buff,0.25693,0.037729,0.027667,0.040439,0.030425,0.042666,0.028074,0.036928,0.026235,0.015875,0.017708,0.020064,0.020339,0.018011,0.016655,0.017109,0.017083,0.013122,0.015102,0.019356,0.0142,0.013229,0.013206,0.018543,0.012627,0.013573,0.017909,0.017874,0.01261,0.011959,0.018776,0.016283,0.011431,0.017119,0.01791,0.01641,0.010713,0.015138,0.017144,0.014607,0.010988,0.02018,0.02047,0.018029,0.016396,0.017277,0.017023,0.015907,0.017596,0.035758,0.039418,0.034573,0.035654,0.029599,0.033881,0.032854,0.03783,0.26147,0.91415
B2 (6),Buff,0.2568,0.036956,0.026888,0.04023,0.030851,0.042123,0.029259,0.038063,0.026232,0.016702,0.017221,0.01977,0.021109,0.019839,0.01775,0.017578,0.01836,0.013481,0.014569,0.019641,0.015969,0.015128,0.012628,0.019108,0.014661,0.012616,0.01632,0.018633,0.01439,0.01171,0.01572,0.020412,0.012776,0.01503,0.017282,0.017545,0.012249,0.013146,0.017561,0.016474,0.011611,0.019873,0.021346,0.018836,0.016691,0.017448,0.018319,0.01634,0.016329,0.036258,0.038463,0.036809,0.035752,0.031183,0.031983,0.033987,0.037894,0.26298,0.91336
B2 (7),Buff,0.26186,0.038058,0.028812,0.037488,0.028195,0.043194,0.031809,0.037676,0.025269,0.016607,0.015653,0.017775,0.020702,0.018742,0.017127,0.016701,0.01753,0.012736,0.012158,0.018644,0.014618,0.013468,0.011116,0.017223,0.015075,0.010663,0.014944,0.017137,0.013626,0.010329,0.013208,0.019534,0.013481,0.012947,0.016419,0.016405,0.011822,0.011739,0.015618,0.016664,0.011359,0.017561,0.02054,0.018614,0.01621,0.015978,0.017198,0.01724,0.015581,0.034361,0.03872,0.036256,0.037098,0.031021,0.033862,0.03421,0.037107,0.26473,0.91213
B2 (8),Buff,0.26472,0.036115,0.029734,0.037965,0.025788,0.041312,0.032345,0.03999,0.024114,0.016186,0.015148,0.015492,0.017995,0.017418,0.015993,0.015829,0.016191,0.010825,0.0104,0.016325,0.012906,0.01166,0.0099854,0.014615,0.013505,0.0086759,0.013323,0.015472,0.011059,0.0094495,0.010922,0.015322,0.011799,0.011102,0.014475,0.013978,0.010566,0.010731,0.013106,0.014647,0.010268,0.015644,0.017738,0.017838,0.016235,0.015972,0.016254,0.016099,0.015277,0.031687,0.036838,0.036215,0.037083,0.030751,0.032615,0.034328,0.034976,0.26659,0.91222
B2 (9),Buff,0.26168,0.037444,0.028022,0.036888,0.026842,0.042855,0.030943,0.038263,0.024987,0.014899,0.01487,0.016005,0.018196,0.017477,0.016166,0.0158,0.01574,0.010977,0.010829,0.016275,0.012671,0.012314,0.011058,0.014687,0.012289,0.0091549,0.013047,0.014606,0.011685,0.010054,0.012081,0.0147,0.01156,0.011431,0.014568,0.014,0.011124,0.011379,0.012929,0.013875,0.010098,0.015962,0.018537,0.017656,0.016015,0.01572,0.016002,0.015234,0.014765,0.032456,0.038919,0.034922,0.035539,0.030052,0.034562,0.031352,0.035388,0.26493,0.91369
B3 (1),Buff,0.28808,0.03964,0.022144,0.044812,0.026905,0.043702,0.023263,0.043068,0.024534,0.012447,0.013065,0.013518,0.013325,0.014062,0.012788,0.011773,0.011213,0.010044,0.0083218,0.0092739,0.0091649,0.010738,0.0074115,0.0074951,0.0073343,0.0094544,0.0078695,0.0080445,0.010021,0.0092472,0.0071661,0.0067592,0.0085603,0.010132,0.0089397,0.010582,0.010475,0.009387,0.0074845,0.0088126,0.009963,0.014573,0.014604,0.015006,0.013858,0.012464,0.011986,0.012628,0.014112,0.031958,0.03861,0.026781,0.037616,0.027811,0.035444,0.024824,0.039363,0.27718,0.90383
B3 (11),Buff,0.28887,0.043441,0.026503,0.039734,0.021895,0.044496,0.028886,0.042068,0.022191,0.011611,0.011428,0.013413,0.012858,0.013121,0.013163,0.013933,0.012294,0.0069978,0.0084844,0.011126,0.0076986,0.0078656,0.009394,0.011378,0.0073408,0.0071142,0.010372,0.0087724,0.0065638,0.0072035,0.011156,0.0087761,0.0058908,0.010034,0.01077,0.008752,0.0077702,0.010821,0.010667,0.0080231,0.0071186,0.013894,0.013115,0.013305,0.013792,0.014738,0.013019,0.012391,0.012277,0.024289,0.040728,0.031034,0.038589,0.024149,0.038989,0.03013,0.036255,0.28328,0.90162
