file,species,histogram1,histogram2,histogram3,histogram4,histogram5,histogram6,histogram7,histogram8,histogram9,histogram10,histogram11,histogram12,histogram13,histogram14,histogram15,histogram16,histogram17,histogram18,histogram19,histogram20,histogram21,histogram22,histogram23,histogram24,histogram25,histogram26,histogram27,histogram28,histogram29,histogram30,histogram31,histogram32,histogram33,histogram34,histogram35,histogram36,histogram37,histogram38,histogram39,histogram40,histogram41,histogram42,histogram43,histogram44,histogram45,histogram46,histogram47,histogram48,histogram49,histogram50,histogram51,histogram52,histogram53,histogram54,histogram55,histogram56,histogram57,histogram58,histogram59
B1 (22),Buff,0.37597,0.078725,0.011065,0.12264,0.013413,0.078416,0.01055,0.11817,0.013231,0.041301,0.04757,0.04627,0.041292,0.039605,0.045703,0.045439,0.040894,0.092902,0.03516,0.054591,0.044486,0.089153,0.03465,0.055003,0.045061,0.064071,0.040448,0.054362,0.1054,0.061776,0.039868,0.055663,0.10573,0.052342,0.053551,0.068195,0.084631,0.050957,0.053467,0.068936,0.088335,0.056733,0.049937,0.044834,0.053012,0.055976,0.049385,0.046853,0.057715,0.018281,0.071415,0.014075,0.11489,0.018172,0.071285,0.014111,0.11677,0.37083,0.70733
B1 (25),Buff,0.37928,0.091129,0.010694,0.10884,0.014449,0.092226,0.010396,0.10474,0.013235,0.038349,0.046935,0.046386,0.041393,0.03865,0.044236,0.044413,0.039774,0.08632,0.042425,0.052812,0.034968,0.084627,0.04149,0.051265,0.034092,0.080165,0.047786,0.04142,0.069675,0.07538,0.04648,0.039704,0.070244,0.059829,0.050738,0.05216,0.078937,0.056298,0.048232,0.050773,0.081155,0.055042,0.049928,0.044875,0.050188,0.05265,0.0473,0.044592,0.053478,0.018055,0.085958,0.01319,0.10247,0.017614,0.084825,0.013402,0.1032,0.37881,0.71826
B1 (3),Buff,0.37684,0.083071,0.012572,0.11668,0.011409,0.085503,0.01305,0.11524,0.010948,0.038982,0.045451,0.048099,0.040947,0.041707,0.046275,0.045659,0.038056,0.057461,0.036933,0.084716,0.041879,0.058111,0.03588,0.080123,0.038954,0.044322,0.064557,0.080746,0.056798,0.042066,0.063351,0.076337,0.055807,0.052495,0.079238,0.062604,0.054477,0.051169,0.075177,0.057963,0.054676,0.055644,0.047318,0.049146,0.053542,0.051652,0.0453,0.04669,0.05348,0.014431,0.078179,0.016945,0.11308,0.013751,0.076312,0.016561,0.11421,0.37824,0.71541
B1 (4),Buff,0.37899,0.069235,0.011525,0.13609,0.011541,0.070241,0.011968,0.13559,0.011004,0.036974,0.044309,0.045453,0.036623,0.037415,0.043513,0.043175,0.035734,0.06157,0.030094,0.061646,0.044703,0.058496,0.027382,0.060598,0.043996,0.040692,0.035287,0.075356,0.066628,0.034396,0.03487,0.074008,0.067079,0.040218,0.055882,0.061563,0.053806,0.036637,0.054416,0.060143,0.056592,0.050946,0.041191,0.041526,0.049362,0.047698,0.04027,0.041699,0.050813,0.014608,0.063621,0.014206,0.13488,0.013719,0.064828,0.014717,0.13684,0.38431,0.71935
B1 (5),Buff,0.37524,0.074512,0.010938,0.13042,0.012076,0.074119,0.010662,0.13054,0.011998,0.036456,0.043404,0.042649,0.03727,0.036097,0.043173,0.043209,0.037595,0.062882,0.031424,0.047737,0.041077,0.062933,0.028665,0.047234,0.039954,0.041648,0.032277,0.047508,0.067712,0.038506,0.030164,0.047907,0.066811,0.038746,0.043004,0.051311,0.055414,0.035425,0.041712,0.050532,0.055399,0.045431,0.039333,0.038039,0.046401,0.044692,0.039027,0.038434,0.047373,0.01486,0.070631,0.012668,0.13039,0.01408,0.071297,0.012882,0.12954,0.39587,0.72869
B1 (6),Buff,0.38612,0.095999,0.010925,0.099833,0.013392,0.095721,0.011336,0.10107,0.013035,0.038655,0.043227,0.043798,0.040338,0.039075,0.045235,0.043475,0.040833,0.079149,0.042028,0.057051,0.033859,0.08006,0.040804,0.054883,0.032425,0.075861,0.054031,0.042823,0.064689,0.074124,0.05043,0.042348,0.062643,0.060578,0.054363,0.049923,0.07717,0.05942,0.053055,0.049426,0.076278,0.053812,0.049953,0.047621,0.051319,0.052439,0.048548,0.045459,0.050253,0.017443,0.091899,0.013709,0.095778,0.017453,0.089034,0.013465,0.095276,0.3759,0.71981
B1 (7),Buff,0.37581,0.06852,0.010198,0.13766,0.012644,0.068374,0.0098697,0.14142,0.012984,0.035372,0.045871,0.045431,0.037345,0.034471,0.045467,0.044673,0.037123,0.075948,0.03145,0.050452,0.043806,0.076179,0.02885,0.051241,0.04453,0.048261,0.035067,0.054564,0.097724,0.045759,0.030823,0.05539,0.096983,0.043042,0.048611,0.061992,0.071868,0.040103,0.047304,0.062761,0.07051,0.053477,0.044313,0.039044,0.051283,0.05367,0.043315,0.03936,0.053304,0.016791,0.062656,0.012546,0.13815,0.016385,0.061696,0.013265,0.13788,0.37666,0.71394
B1 (8),Buff,0.37645,0.077483,0.011376,0.12997,0.011748,0.078607,0.012212,0.12736,0.011501,0.036793,0.045399,0.046082,0.038538,0.038534,0.046637,0.045757,0.037081,0.064519,0.033948,0.069566,0.045033,0.066385,0.033985,0.066315,0.041255,0.046462,0.047427,0.077046,0.071561,0.046815,0.047853,0.070104,0.069176,0.047776,0.064921,0.065422,0.0627,0.048081,0.06234,0.061589,0.061703,0.054568,0.045239,0.04564,0.054459,0.051964,0.043714,0.043042,0.053255,0.015506,0.072162,0.015797,0.12484,0.014261,0.070585,0.014969,0.12741,0.37773,0.71506
B2 (1),Buff,0.26104,0.10791,0.0064212,0.10078,0.0068882,0.11117,0.0063176,0.099167,0.0064187,0.049326,0.048039,0.051174,0.053852,0.050852,0.046416,0.04758,0.050089,0.12643,0.06206,0.13092,0.063865,0.12801,0.059158,0.1209,0.057854,0.13344,0.13046,0.12488,0.12542,0.12901,0.12417,0.11482,0.118,0.12066,0.11012,0.12122,0.10762,0.11637,0.10172,0.11067,0.10654,0.069772,0.07523,0.07131,0.065105,0.065603,0.069544,0.067349,0.066996,0.01908,0.097083,0.017829,0.085408,0.017566,0.091967,0.01721,0.087996,0.34692,0.60882
B2 (10),Buff,0.27559,0.092827,0.007394,0.11147,0.0075341,0.096884,0.0081019,0.11237,0.0074755,0.050006,0.054011,0.052674,0.051358,0.053837,0.054232,0.053033,0.0491,0.11785,0.061635,0.13054,0.069523,0.12828,0.062757,0.1248,0.066489,0.10752,0.11662,0.13378,0.12839,0.11358,0.11268,0.13007,0.1221,0.1034,0.10946,0.11821,0.10735,0.10441,0.10468,0.11238,0.098378,0.067232,0.066969,0.07009,0.070638,0.069672,0.064411,0.063852,0.069061,0.016996,0.084186,0.018303,0.10307,0.016262,0.080685,0.016839,0.10057,0.34398,0.61565
B2 (12),Buff,0.21863,0.081688,0.006196,0.098682,0.0058878,0.081148,0.0063555,0.1005,0.0056315,0.04875,0.051533,0.053685,0.049603,0.049303,0.052317,0.052507,0.047873,0.14439,0.069559,0.15736,0.078497,0.14815,0.069297,0.1544,0.078115,0.14284,0.15607,0.18638,0.16906,0.14976,0.15034,0.18627,0.17148,0.12692,0.13096,0.1444,0.12045,0.12696,0.12667,0.1452,0.11704,0.071535,0.068477,0.069806,0.072471,0.071967,0.067608,0.066335,0.073201,0.017276,0.070962,0.018095,0.089092,0.017492,0.071187,0.017703,0.08944,0.30281,0.52332
B2 (13),Buff,0.27538,0.09104,0.0075374,0.10971,0.0076709,0.092861,0.0074711,0.10921,0.0074721,0.049742,0.053511,0.054734,0.051934,0.051338,0.056041,0.055506,0.051239,0.11949,0.061852,0.13266,0.069536,0.12401,0.063778,0.13156,0.067601,0.1074,0.12042,0.14082,0.12896,0.10935,0.11899,0.1365,0.12454,0.10176,0.11159,0.11583,0.1019,0.10265,0.10979,0.11433,0.098039,0.067079,0.065942,0.06688,0.071989,0.070384,0.065117,0.063547,0.067249,0.016648,0.08028,0.018026,0.10349,0.016841,0.079014,0.017204,0.10181,0.34502,0.6114
B2 (14),Buff,0.27023,0.096522,0.0069459,0.10997,0.0074783,0.09816,0.0073486,0.1067,0.0072397,0.049964,0.053558,0.055051,0.052455,0.050891,0.052632,0.052993,0.050264,0.12341,0.063409,0.13515,0.067458,0.12125,0.062734,0.12813,0.064989,0.11216,0.12545,0.13613,0.12478,0.11315,0.11869,0.1277,0.12366,0.10943,0.11367,0.11729,0.10137,0.10626,0.10846,0.1134,0.1023,0.070716,0.068777,0.066259,0.067916,0.069266,0.067154,0.065822,0.069727,0.01761,0.084061,0.016805,0.099381,0.016774,0.083544,0.016836,0.10097,0.34446,0.61136
B2 (15),Buff,0.28489,0.09635,0.0079536,0.10845,0.0080436,0.098,0.0076763,0.10718,0.0081646,0.05009,0.053049,0.056367,0.053178,0.05139,0.052586,0.054929,0.052281,0.12256,0.06552,0.12588,0.066398,0.12265,0.064122,0.11888,0.064433,0.11515,0.11922,0.12272,0.12243,0.11629,0.11172,0.11643,0.12188,0.10628,0.10735,0.10814,0.10276,0.1028,0.10157,0.10667,0.10322,0.069345,0.067617,0.065774,0.066133,0.068949,0.064541,0.064103,0.065819,0.017776,0.086117,0.016496,0.099507,0.016966,0.085029,0.016364,0.099918,0.34628,0.62129
B2 (17),Buff,0.28963,0.089991,0.0082749,0.11443,0.0089278,0.09192,0.0080028,0.11216,0.0083824,0.050486,0.054653,0.055527,0.051572,0.050107,0.054403,0.054379,0.050548,0.11927,0.061313,0.12216,0.071822,0.11976,0.060049,0.11837,0.0694,0.10269,0.10661,0.13171,0.12998,0.10379,0.10255,0.126,0.12854,0.093328,0.10301,0.11088,0.10027,0.091311,0.1001,0.10809,0.10041,0.068295,0.063413,0.061995,0.066573,0.067414,0.06263,0.062829,0.066488,0.017134,0.080387,0.016589,0.10757,0.0167,0.080992,0.016481,0.10735,0.34821,0.62657
B2 (18),Buff,0.27519,0.10173,0.0072981,0.11115,0.0069345,0.097748,0.0066995,0.10721,0.0071429,0.053639,0.052073,0.050596,0.050449,0.050025,0.05026,0.052348,0.053813,0.13703,0.057126,0.11356,0.065007,0.12616,0.057709,0.11684,0.069408,0.12112,0.10064,0.11392,0.1305,0.11458,0.10037,0.11945,0.14319,0.10469,0.09818,0.11555,0.11005,0.10227,0.099669,0.12409,0.11845,0.068083,0.066553,0.066636,0.06721,0.0692,0.07161,0.0714,0.069756,0.017671,0.082392,0.016158,0.096811,0.018262,0.086186,0.017552,0.096782,0.34474,0.61847
B2 (19),Buff,0.27084,0.10592,0.0068405,0.10329,0.0075452,0.10184,0.0063326,0.10199,0.0077977,0.054583,0.050527,0.050778,0.051414,0.050595,0.048928,0.051847,0.054551,0.14227,0.058963,0.11201,0.062933,0.13452,0.05854,0.11483,0.067363,0.13512,0.10682,0.10439,0.1336,0.12939,0.1026,0.10859,0.14145,0.1094,0.093773,0.11237,0.11514,0.10755,0.097782,0.12018,0.12033,0.066891,0.068875,0.068144,0.067196,0.067035,0.072772,0.071725,0.068415,0.017956,0.087506,0.015437,0.090457,0.018632,0.092052,0.017188,0.090794,0.34597,0.61426
B2 (2),Buff,0.25461,0.10585,0.0066215,0.095279,0.0070381,0.11048,0.0062911,0.093124,0.0065312,0.05121,0.04733,0.050576,0.05676,0.052938,0.04752,0.047504,0.051707,0.13222,0.06242,0.13599,0.070993,0.13493,0.060322,0.12516,0.064472,0.1391,0.13302,0.13612,0.13832,0.13586,0.12893,0.12419,0.1318,0.11885,0.1113,0.12926,0.11256,0.11492,0.103,0.11858,0.11014,0.069039,0.07751,0.072756,0.063584,0.063481,0.068016,0.067827,0.063826,0.019456,0.097283,0.017632,0.082874,0.017737,0.091396,0.01655,0.086168,0.34059,0.59273
B2 (20),Buff,0.25314,0.10233,0.0058357,0.10743,0.0060604,0.098441,0.0056165,0.10647,0.0063909,0.051334,0.049918,0.048518,0.047953,0.047683,0.048568,0.049009,0.051062,0.14741,0.057263,0.11719,0.061046,0.13671,0.05754,0.12176,0.064738,0.1422,0.11199,0.11449,0.14065,0.13397,0.11342,0.12122,0.15203,0.11653,0.096444,0.12003,0.11521,0.11715,0.10048,0.13092,0.12452,0.069055,0.068814,0.068864,0.068486,0.070188,0.073596,0.072885,0.071629,0.018779,0.082511,0.01631,0.093202,0.019317,0.08659,0.018296,0.093156,0.34341,0.59823
B2 (21),Buff,0.25189,0.10832,0.006268,0.098264,0.0067968,0.10398,0.0058727,0.09646,0.0066936,0.052637,0.049478,0.048079,0.048752,0.048471,0.048222,0.048976,0.052332,0.15122,0.062435,0.11695,0.058531,0.13844,0.061921,0.12194,0.062248,0.16067,0.11956,0.10692,0.13251,0.1489,0.12066,0.10998,0.14106,0.12512,0.096011,0.11546,0.11841,0.12317,0.099831,0.12197,0.12632,0.068129,0.069976,0.068299,0.067037,0.068529,0.073527,0.074966,0.069867,0.019061,0.088479,0.016869,0.08543,0.019997,0.092914,0.017791,0.085464,0.34212,0.59561
B2 (22),Buff,0.2454,0.12193,0.0058869,0.085542,0.0065534,0.11997,0.0057217,0.083212,0.0065414,0.054666,0.045793,0.045769,0.052275,0.052559,0.044189,0.044998,0.054702,0.14934,0.064958,0.11871,0.056466,0.14071,0.063339,0.12049,0.058604,0.17776,0.13429,0.098296,0.12222,0.16473,0.13072,0.099479,0.12861,0.13542,0.099752,0.11074,0.12128,0.13091,0.10019,0.11465,0.126,0.064714,0.076249,0.074561,0.062623,0.064709,0.077472,0.079105,0.065581,0.019275,0.10245,0.016612,0.070567,0.020008,0.10451,0.017725,0.070853,0.33857,0.589
B2 (24),Buff,0.25801,0.1202,0.0072059,0.088228,0.0066505,0.11817,0.0062173,0.085057,0.0062498,0.056357,0.049209,0.047827,0.05293,0.05339,0.046739,0.045756,0.052799,0.13453,0.071996,0.12726,0.055455,0.12713,0.067686,0.12453,0.056115,0.16024,0.15838,0.10154,0.10459,0.14745,0.14614,0.10086,0.10761,0.13957,0.10758,0.10291,0.10941,0.12892,0.10641,0.10501,0.11482,0.066034,0.073422,0.074166,0.063476,0.063184,0.072354,0.076928,0.067086,0.017837,0.10414,0.017034,0.073713,0.017125,0.10601,0.018434,0.07383,0.33805,0.59768
B2 (25),Buff,0.30335,0.102,0.0094349,0.10409,0.0087513,0.10221,0.0085213,0.10154,0.008473,0.051272,0.053007,0.053548,0.049443,0.049293,0.050349,0.051659,0.050845,0.11,0.065034,0.11689,0.05697,0.10455,0.063474,0.1142,0.058492,0.10685,0.11737,0.10614,0.096632,0.10289,0.11375,0.10563,0.10413,0.099738,0.098774,0.090036,0.088524,0.095773,0.095802,0.09379,0.091276,0.064224,0.06159,0.061501,0.061522,0.063165,0.062104,0.063258,0.064574,0.016268,0.092835,0.016041,0.094052,0.016323,0.094891,0.017284,0.096387,0.35962,0.64801
B2 (3),Buff,0.25826,0.10799,0.0067719,0.094182,0.0075733,0.11016,0.0067091,0.091291,0.0067399,0.05126,0.047889,0.051829,0.057487,0.054361,0.04789,0.047515,0.051803,0.13157,0.065739,0.13487,0.069682,0.13351,0.061993,0.1255,0.064131,0.14323,0.13654,0.13004,0.13442,0.13892,0.13156,0.1174,0.12972,0.1181,0.11161,0.1225,0.11134,0.11313,0.10383,0.11159,0.10831,0.068542,0.075983,0.071031,0.061976,0.062168,0.067725,0.06843,0.064696,0.019599,0.098987,0.016784,0.082474,0.017102,0.093846,0.016715,0.085696,0.3397,0.5965
B2 (4),Buff,0.25353,0.11112,0.0066934,0.089541,0.0075101,0.11447,0.0065887,0.086613,0.0068275,0.052326,0.047705,0.051021,0.057657,0.053813,0.045601,0.047598,0.053431,0.13301,0.067446,0.13933,0.066453,0.13311,0.06308,0.13002,0.063149,0.14939,0.14959,0.12603,0.12552,0.14422,0.14071,0.11855,0.12121,0.1281,0.11414,0.11953,0.10969,0.11966,0.10805,0.11211,0.10888,0.068348,0.077727,0.073373,0.062497,0.063034,0.071218,0.070465,0.064664,0.019484,0.10198,0.017807,0.077715,0.017786,0.096308,0.017096,0.08004,0.33677,0.5899
B2 (5),Buff,0.25272,0.11344,0.006702,0.087028,0.0075673,0.1178,0.0061918,0.084168,0.0071003,0.052881,0.046849,0.049728,0.058786,0.055494,0.045688,0.046353,0.054804,0.13193,0.067606,0.139,0.065847,0.13236,0.064771,0.13001,0.061477,0.15048,0.15103,0.11964,0.12305,0.1469,0.14597,0.11671,0.11785,0.12864,0.11463,0.11809,0.1101,0.12164,0.10863,0.11283,0.108,0.066489,0.080018,0.075271,0.061881,0.062852,0.071889,0.071368,0.062575,0.019272,0.10406,0.017194,0.075278,0.017341,0.098612,0.017067,0.077298,0.33747,0.58943
B2 (6),Buff,0.24383,0.11173,0.006617,0.085136,0.0067878,0.11417,0.0062596,0.082667,0.0066582,0.052327,0.047091,0.048848,0.057587,0.055379,0.046472,0.046992,0.054744,0.1349,0.066122,0.14387,0.068488,0.13788,0.066302,0.13642,0.064674,0.15054,0.15728,0.13056,0.12796,0.14806,0.15207,0.12808,0.12394,0.12821,0.11939,0.12416,0.11413,0.12495,0.11548,0.11887,0.11098,0.066464,0.07933,0.077927,0.063628,0.06475,0.074308,0.072464,0.063365,0.018804,0.099363,0.017957,0.073976,0.018063,0.094902,0.017391,0.074739,0.33237,0.57606
B2 (7),Buff,0.25205,0.10594,0.0069334,0.088679,0.0069546,0.10664,0.0072648,0.08948,0.0067152,0.055022,0.049312,0.049957,0.056212,0.055661,0.050538,0.049429,0.054201,0.12862,0.071084,0.14493,0.071619,0.13272,0.068605,0.14263,0.070687,0.14014,0.15977,0.13474,0.12838,0.13744,0.15269,0.13873,0.12027,0.1245,0.12126,0.1225,0.11171,0.12149,0.12042,0.1192,0.10755,0.064865,0.07472,0.074342,0.065753,0.066213,0.071624,0.072753,0.064862,0.016807,0.093587,0.018249,0.081498,0.017501,0.092063,0.017258,0.078923,0.32865,0.57779
B2 (8),Buff,0.28219,0.096119,0.0081869,0.10721,0.0076441,0.097613,0.0080725,0.10768,0.0076517,0.052056,0.053855,0.054859,0.051948,0.05401,0.05429,0.053901,0.050088,0.11258,0.064714,0.1366,0.066947,0.11596,0.063647,0.12972,0.065092,0.10716,0.13226,0.1339,0.11726,0.10741,0.12376,0.13302,0.11128,0.10653,0.11512,0.11061,0.10097,0.10529,0.11204,0.11015,0.095269,0.066928,0.067405,0.067615,0.069024,0.068513,0.064915,0.065307,0.067463,0.016014,0.08668,0.017815,0.099923,0.016635,0.083426,0.017564,0.096894,0.34125,0.61652
B2 (9),Buff,0.28994,0.10323,0.0081119,0.10125,0.0081439,0.1044,0.0083013,0.10293,0.0080639,0.051779,0.052582,0.051866,0.053918,0.054621,0.05284,0.052081,0.051175,0.11107,0.064409,0.12657,0.063614,0.11675,0.06401,0.1213,0.061216,0.10817,0.12443,0.11452,0.10413,0.11071,0.11883,0.11106,0.097234,0.10298,0.10593,0.10225,0.09781,0.10117,0.10279,0.098107,0.092635,0.064859,0.0689,0.068978,0.066892,0.065745,0.06497,0.064734,0.063742,0.016802,0.093426,0.01733,0.095174,0.016573,0.090799,0.016561,0.093648,0.35217,0.63504
B3 (1),Buff,0.37876,0.09072,0.010235,0.11244,0.013124,0.092988,0.010907,0.11076,0.012058,0.038929,0.044684,0.046062,0.041667,0.040256,0.044938,0.043095,0.038673,0.077348,0.041867,0.062174,0.041504,0.078505,0.041264,0.059862,0.037879,0.070825,0.05534,0.059059,0.076849,0.071025,0.05313,0.055207,0.072832,0.06165,0.060592,0.06431,0.075565,0.059816,0.056922,0.058989,0.073718,0.056596,0.051117,0.047823,0.053618,0.053649,0.048617,0.045865,0.053313,0.016974,0.086984,0.014715,0.10489,0.016402,0.0836,0.014171,0.10705,0.37076,0.71434
B3 (11),Buff,0.38036,0.09237,0.012232,0.10355,0.011161,0.094369,0.01316,0.10598,0.010942,0.039661,0.043673,0.045829,0.041991,0.041826,0.045385,0.045279,0.039808,0.055855,0.042407,0.077683,0.037767,0.057679,0.042065,0.077815,0.03686,0.050574,0.07504,0.066216,0.049782,0.050991,0.072727,0.066711,0.04814,0.059204,0.074899,0.055762,0.056181,0.059984,0.073794,0.054062,0.054516,0.050874,0.047825,0.050703,0.052705,0.051422,0.046915,0.048413,0.052739,0.014493,0.087972,0.016258,0.10242,0.013714,0.085436,0.016178,0.1011,0.37634,0.71914
B3 (12),Buff,0.37801,0.086193,0.011545,0.11405,0.011274,0.088463,0.012001,0.11744,0.010958,0.039389,0.044192,0.046892,0.040885,0.04138,0.046781,0.047248,0.039602,0.060024,0.040369,0.076876,0.040954,0.062289,0.040707,0.077143,0.03948,0.049652,0.066997,0.068851,0.058864,0.050465,0.066173,0.069814,0.057459,0.058752,0.072954,0.06173,0.06044,0.059165,0.072814,0.060123,0.057837,0.055411,0.048454,0.049458,0.055462,0.055062,0.047103,0.047266,0.05299,0.014299,0.081093,0.015917,0.11137,0.014024,0.07829,0.015599,0.11141,0.37404,0.71538
