file,species,histogram1,histogram2,histogram3,histogram4,histogram5,histogram6,histogram7,histogram8,histogram9,histogram10,histogram11,histogram12,histogram13,histogram14,histogram15,histogram16,histogram17,histogram18,histogram19,histogram20,histogram21,histogram22,histogram23,histogram24,histogram25,histogram26,histogram27,histogram28,histogram29,histogram30,histogram31,histogram32,histogram33,histogram34,histogram35,histogram36,histogram37,histogram38,histogram39,histogram40,histogram41,histogram42,histogram43,histogram44,histogram45,histogram46,histogram47,histogram48,histogram49,histogram50,histogram51,histogram52,histogram53,histogram54,histogram55,histogram56,histogram57,histogram58,histogram59
B1 (22),Buff,0.26023,0.032869,0.023134,0.045245,0.035495,0.031592,0.021933,0.042613,0.03472,0.016995,0.015458,0.015163,0.013598,0.015922,0.014432,0.013965,0.014283,0.017355,0.0088116,0.0081268,0.012889,0.016217,0.0082739,0.0082219,0.013135,0.012663,0.0061379,0.0092149,0.02166,0.011917,0.0063769,0.0095702,0.021079,0.010178,0.0079536,0.014619,0.017105,0.0098948,0.00815,0.015199,0.018297,0.016264,0.014416,0.01721,0.016291,0.015195,0.014962,0.018669,0.017156,0.039873,0.02895,0.024088,0.039384,0.039412,0.03047,0.025556,0.042833,0.25536,0.91658
B1 (25),Buff,0.25872,0.035789,0.02361,0.038098,0.037958,0.035459,0.022564,0.035337,0.034923,0.014295,0.015793,0.014774,0.01296,0.013547,0.014317,0.013054,0.012471,0.01549,0.011872,0.00792,0.0081306,0.014622,0.010037,0.0074771,0.0080713,0.016124,0.0079852,0.0064065,0.011612,0.014319,0.0076265,0.0059979,0.011079,0.013697,0.007756,0.0093398,0.014341,0.011969,0.0075455,0.0088137,0.01501,0.016597,0.014018,0.014074,0.015873,0.014291,0.013846,0.01427,0.01744,0.03981,0.034543,0.025073,0.032721,0.037607,0.035773,0.025966,0.034982,0.25652,0.91811
B1 (3),Buff,0.26014,0.032325,0.033151,0.04006,0.024938,0.0346,0.035573,0.039513,0.024057,0.012241,0.013297,0.015202,0.014315,0.013852,0.013548,0.014083,0.012917,0.0076462,0.0081472,0.014713,0.011082,0.0079751,0.0078038,0.013083,0.0093283,0.0063264,0.010954,0.015077,0.0085874,0.0062053,0.010306,0.013227,0.007911,0.009489,0.014509,0.012606,0.0081732,0.0090639,0.013318,0.011077,0.0078661,0.016072,0.01603,0.015091,0.014438,0.014695,0.014075,0.013835,0.014497,0.028484,0.032036,0.037202,0.037544,0.026282,0.029719,0.035774,0.039191,0.25758,0.91764
B1 (4),Buff,0.25795,0.031398,0.026392,0.046021,0.026518,0.031687,0.026702,0.044726,0.024787,0.012202,0.012173,0.012183,0.013636,0.011876,0.011754,0.011172,0.013062,0.0087233,0.0062717,0.0085324,0.010939,0.0080229,0.0054095,0.0083158,0.010189,0.0060137,0.0054827,0.010914,0.010555,0.0050245,0.0051027,0.010459,0.010551,0.0070988,0.0086536,0.012415,0.0079075,0.006005,0.007775,0.011828,0.0091783,0.013114,0.013882,0.01266,0.012468,0.012054,0.01327,0.01272,0.013496,0.030269,0.030748,0.028151,0.042105,0.027525,0.029638,0.027913,0.044216,0.25681,0.91952
B1 (5),Buff,0.25335,0.032965,0.023118,0.044063,0.028451,0.033203,0.022605,0.044585,0.028033,0.013043,0.012471,0.011943,0.011499,0.012632,0.012073,0.011437,0.011012,0.010113,0.0066035,0.0064178,0.009087,0.0096137,0.0059444,0.0063663,0.0089041,0.0075461,0.0051256,0.0066865,0.010851,0.0067511,0.0044021,0.0069667,0.010587,0.0074808,0.0063179,0.0093996,0.0098307,0.0064755,0.0061958,0.0090646,0.010158,0.012317,0.011394,0.012441,0.012631,0.012226,0.010942,0.012992,0.01267,0.031564,0.032594,0.024901,0.041678,0.030437,0.032094,0.025307,0.041071,0.25724,0.92103
B1 (6),Buff,0.26152,0.037706,0.025143,0.036339,0.031874,0.037992,0.025327,0.037621,0.032176,0.013276,0.014543,0.013421,0.013081,0.014373,0.01527,0.014061,0.012677,0.012785,0.010415,0.008332,0.0081662,0.013584,0.010631,0.0080519,0.0077511,0.014012,0.0086768,0.0063634,0.01056,0.013675,0.0083844,0.0060979,0.010548,0.012447,0.0081789,0.0089747,0.014558,0.012415,0.0080131,0.0086797,0.01382,0.014604,0.014071,0.01511,0.016395,0.014816,0.01292,0.01402,0.015961,0.037243,0.037029,0.026741,0.033352,0.036027,0.035088,0.026142,0.033734,0.25785,0.91723
B1 (7),Buff,0.25807,0.032001,0.021989,0.04733,0.030731,0.031978,0.021526,0.047991,0.030754,0.014052,0.012366,0.012138,0.011569,0.014101,0.012061,0.012504,0.011189,0.011041,0.0067608,0.0069188,0.010318,0.011297,0.0060794,0.0066055,0.010142,0.0085766,0.005265,0.0077147,0.012973,0.0075687,0.0044808,0.0080214,0.013574,0.0081917,0.007259,0.01137,0.011806,0.0072352,0.0066787,0.010932,0.011524,0.014142,0.013169,0.014999,0.013686,0.01367,0.011621,0.014759,0.014014,0.034712,0.031283,0.024105,0.044057,0.033934,0.030272,0.024491,0.043494,0.25512,0.91914
B1 (8),Buff,0.25833,0.032578,0.028198,0.042938,0.02727,0.033375,0.029849,0.043617,0.026343,0.01243,0.013065,0.013708,0.013864,0.013771,0.014128,0.012876,0.013024,0.0092319,0.0072798,0.010781,0.01141,0.010243,0.0075816,0.010069,0.0099787,0.0071225,0.007088,0.011932,0.011838,0.0072703,0.0072552,0.010922,0.010668,0.0083191,0.010577,0.01336,0.010623,0.0085807,0.009656,0.011854,0.0097456,0.014787,0.014702,0.015258,0.015219,0.013773,0.013414,0.013357,0.014338,0.031279,0.031733,0.032211,0.041478,0.029163,0.029685,0.029143,0.041796,0.25706,0.9185
B2 (1),Buff,0.2499,0.040278,0.026912,0.042783,0.029839,0.04262,0.026903,0.040002,0.027308,0.018553,0.019723,0.02155,0.021402,0.019835,0.018853,0.018498,0.018665,0.019356,0.017704,0.022523,0.018404,0.019958,0.015852,0.019894,0.015543,0.020113,0.021531,0.022962,0.020957,0.018695,0.020389,0.019644,0.01892,0.022393,0.021711,0.022471,0.019399,0.020899,0.019122,0.01914,0.017916,0.024876,0.024137,0.022819,0.021316,0.021089,0.020481,0.020435,0.021993,0.037342,0.041094,0.033454,0.037277,0.032721,0.03724,0.033407,0.039907,0.26008,0.9125
B2 (10),Buff,0.25377,0.038363,0.027941,0.041493,0.028162,0.042012,0.031741,0.044594,0.026857,0.019641,0.019656,0.02036,0.021968,0.023147,0.021987,0.020844,0.019575,0.019497,0.015304,0.022459,0.020881,0.022131,0.01672,0.02134,0.019672,0.016772,0.018526,0.023657,0.022657,0.019337,0.017412,0.022962,0.021719,0.01754,0.02048,0.023757,0.020448,0.01899,0.019525,0.022842,0.018863,0.021712,0.023648,0.024891,0.02412,0.022702,0.021338,0.021422,0.02178,0.033906,0.038325,0.037924,0.042617,0.033613,0.034421,0.033298,0.040236,0.25863,0.91106
B2 (12),Buff,0.25524,0.038369,0.031022,0.046989,0.028642,0.039186,0.032122,0.049035,0.029251,0.027272,0.029835,0.028981,0.027439,0.029028,0.029845,0.03074,0.027369,0.031315,0.025332,0.035608,0.030519,0.032778,0.025849,0.034747,0.029632,0.026866,0.032003,0.039754,0.034411,0.02873,0.029593,0.038883,0.034963,0.02927,0.031431,0.033965,0.027159,0.030052,0.030844,0.03357,0.02684,0.030436,0.030399,0.030299,0.032464,0.032151,0.029394,0.029496,0.032211,0.03517,0.038284,0.040345,0.045365,0.035103,0.037058,0.040818,0.044276,0.26325,0.89629
B2 (13),Buff,0.25719,0.036939,0.030162,0.042555,0.027441,0.039024,0.031837,0.043438,0.026774,0.020095,0.021201,0.021321,0.021233,0.022173,0.022169,0.021194,0.020039,0.018366,0.016204,0.023164,0.020067,0.020047,0.017299,0.0231,0.018925,0.015826,0.020183,0.024955,0.021013,0.017332,0.01972,0.024112,0.02044,0.018325,0.021038,0.022568,0.017927,0.01863,0.021088,0.022135,0.017136,0.021454,0.023073,0.023259,0.023476,0.023138,0.021649,0.021573,0.02204,0.032586,0.03669,0.037545,0.042992,0.032978,0.035053,0.036164,0.041181,0.26021,0.90984
B2 (14),Buff,0.25293,0.039259,0.028634,0.043452,0.029209,0.041517,0.028958,0.040931,0.02771,0.019389,0.020538,0.021737,0.022243,0.020795,0.019317,0.019844,0.020257,0.018236,0.016702,0.023986,0.018492,0.018325,0.015762,0.021761,0.017638,0.015827,0.021385,0.025296,0.01884,0.015716,0.019348,0.021996,0.019128,0.018645,0.022541,0.022433,0.016248,0.018423,0.020702,0.021495,0.016218,0.023813,0.023737,0.022267,0.02165,0.022727,0.021836,0.021353,0.021702,0.034001,0.037241,0.035647,0.039907,0.031246,0.035833,0.035404,0.041979,0.26153,0.91119
B2 (15),Buff,0.2544,0.038547,0.027976,0.042085,0.032257,0.040751,0.028109,0.040802,0.029968,0.019109,0.020977,0.021945,0.021961,0.020547,0.019774,0.02113,0.020655,0.018905,0.017901,0.023085,0.017906,0.020031,0.016728,0.021079,0.018155,0.017193,0.021028,0.022592,0.019418,0.018337,0.019367,0.020836,0.019764,0.020128,0.021306,0.020798,0.017276,0.01887,0.019939,0.020412,0.017176,0.023561,0.023081,0.021462,0.02102,0.022517,0.0216,0.020275,0.021364,0.036964,0.038477,0.033658,0.039465,0.03494,0.035966,0.032781,0.040484,0.26057,0.91106
B2 (17),Buff,0.25525,0.036845,0.028955,0.04497,0.029962,0.038421,0.029349,0.043222,0.028896,0.019802,0.020371,0.021297,0.021172,0.020487,0.020543,0.020541,0.020318,0.019052,0.015119,0.02152,0.020624,0.019635,0.014792,0.019937,0.019376,0.015526,0.016865,0.025076,0.022746,0.01643,0.016348,0.023566,0.022488,0.016651,0.020337,0.023543,0.018293,0.016675,0.018864,0.02233,0.017958,0.022301,0.021862,0.021667,0.021461,0.02112,0.020965,0.021178,0.021618,0.035404,0.035074,0.033862,0.042839,0.034074,0.034426,0.034702,0.0441,0.25762,0.91165
B2 (18),Buff,0.25335,0.040828,0.028263,0.044017,0.028913,0.036261,0.024817,0.042772,0.030751,0.022135,0.020288,0.018057,0.01752,0.018986,0.018376,0.019011,0.020453,0.024413,0.013677,0.015222,0.017153,0.021051,0.013355,0.016512,0.02017,0.018945,0.011795,0.01825,0.023614,0.017175,0.012076,0.017807,0.027464,0.015954,0.013615,0.020881,0.020147,0.015714,0.015322,0.024334,0.022688,0.020142,0.019372,0.021073,0.021294,0.020759,0.022806,0.024071,0.022745,0.035284,0.032787,0.030409,0.041078,0.037284,0.037394,0.032975,0.041881,0.26178,0.91196
B2 (19),Buff,0.254,0.041391,0.026591,0.041983,0.030114,0.037804,0.023966,0.041089,0.032335,0.021592,0.020581,0.018254,0.018238,0.019401,0.019033,0.019446,0.020626,0.025544,0.01465,0.014784,0.016864,0.022888,0.014524,0.016151,0.018993,0.021607,0.012879,0.01572,0.025112,0.020011,0.012701,0.016595,0.027781,0.017905,0.013511,0.020861,0.022251,0.017163,0.014161,0.023156,0.024616,0.019966,0.020176,0.021923,0.021669,0.020987,0.022889,0.024633,0.023321,0.037688,0.035677,0.028843,0.039221,0.040633,0.038199,0.031763,0.039215,0.26088,0.91159
B2 (2),Buff,0.25076,0.039116,0.027163,0.044554,0.031786,0.044152,0.027583,0.04077,0.028404,0.020236,0.020737,0.023365,0.024552,0.022667,0.02017,0.020129,0.021016,0.0215,0.017794,0.025518,0.022985,0.022864,0.01635,0.022088,0.019865,0.020743,0.022386,0.028207,0.026976,0.020456,0.022025,0.025024,0.024346,0.022637,0.023956,0.028597,0.021448,0.021076,0.021544,0.02505,0.020391,0.026088,0.027306,0.024948,0.021998,0.022122,0.022536,0.021711,0.022841,0.039627,0.041046,0.033721,0.0382,0.033204,0.035716,0.032263,0.042947,0.26024,0.90941
B2 (20),Buff,0.25077,0.042837,0.026424,0.042816,0.028877,0.038535,0.024146,0.042891,0.031064,0.022415,0.02066,0.01877,0.018572,0.019452,0.019065,0.0198,0.021175,0.026873,0.015466,0.015798,0.017254,0.023989,0.015665,0.018133,0.019775,0.024482,0.014108,0.017362,0.025189,0.021824,0.014799,0.01801,0.029333,0.019514,0.014403,0.021693,0.022963,0.019758,0.016235,0.024586,0.025906,0.021027,0.020523,0.021858,0.02255,0.023046,0.024437,0.025403,0.024129,0.036756,0.034661,0.029488,0.039898,0.040331,0.039025,0.032496,0.040081,0.26319,0.91069
B2 (21),Buff,0.25083,0.044809,0.027026,0.041351,0.029718,0.039625,0.024328,0.04043,0.031472,0.022669,0.022221,0.02034,0.01826,0.019093,0.020801,0.02068,0.022138,0.02973,0.018728,0.016228,0.016301,0.025771,0.018983,0.018153,0.018453,0.031195,0.016655,0.015282,0.025283,0.028523,0.017466,0.016478,0.027899,0.024174,0.014837,0.020303,0.025285,0.023816,0.015532,0.022753,0.027581,0.022626,0.020912,0.022466,0.023313,0.022934,0.024348,0.025972,0.025375,0.037987,0.036837,0.029721,0.037029,0.041225,0.04193,0.032465,0.038143,0.2616,0.9099
B2 (22),Buff,0.25031,0.047684,0.026242,0.039751,0.029682,0.044134,0.024158,0.037342,0.030522,0.022618,0.022034,0.019891,0.019441,0.020123,0.019966,0.019095,0.021153,0.027734,0.019265,0.016339,0.015089,0.025229,0.018418,0.016985,0.01642,0.031673,0.017251,0.014628,0.022928,0.027123,0.017112,0.014163,0.023666,0.024842,0.014901,0.019385,0.024962,0.023798,0.0149,0.020182,0.027146,0.021898,0.02104,0.022725,0.023078,0.02171,0.02365,0.025347,0.02492,0.038898,0.04092,0.029267,0.034306,0.039803,0.045255,0.031486,0.03444,0.263,0.91019
B2 (24),Buff,0.25162,0.046007,0.029351,0.040524,0.028546,0.043344,0.026662,0.036942,0.027539,0.021145,0.023887,0.021801,0.019357,0.019208,0.021279,0.019813,0.019823,0.023738,0.024615,0.019956,0.013008,0.021774,0.02126,0.018875,0.01415,0.029712,0.028065,0.014122,0.01784,0.026822,0.024151,0.013952,0.017437,0.031292,0.01825,0.015786,0.021588,0.027919,0.017858,0.016069,0.022839,0.024486,0.021456,0.021326,0.023753,0.022863,0.022036,0.023877,0.026649,0.03552,0.042653,0.032424,0.033095,0.034031,0.044888,0.036034,0.035785,0.26048,0.91036
B2 (25),Buff,0.25543,0.040471,0.030679,0.040505,0.027816,0.039345,0.029145,0.039381,0.027442,0.019667,0.02062,0.02081,0.018246,0.018074,0.018932,0.019886,0.019416,0.018384,0.017769,0.020579,0.01465,0.016514,0.016226,0.020464,0.015899,0.01822,0.021382,0.019936,0.015468,0.017076,0.020237,0.019178,0.018136,0.020953,0.019449,0.016421,0.015145,0.019915,0.018975,0.01785,0.017011,0.022205,0.019655,0.019147,0.020207,0.021026,0.02053,0.020306,0.02169,0.031441,0.039969,0.034095,0.03707,0.032235,0.0401,0.036034,0.037618,0.25532,0.91375
B2 (3),Buff,0.25145,0.04034,0.026092,0.043302,0.033035,0.043817,0.027586,0.039347,0.029136,0.021067,0.02121,0.024423,0.025492,0.022796,0.020794,0.021015,0.021857,0.022761,0.019379,0.026313,0.022433,0.022743,0.018337,0.023494,0.019597,0.021442,0.023092,0.027294,0.025163,0.021304,0.022386,0.024329,0.024172,0.022923,0.024098,0.026568,0.020116,0.021546,0.021321,0.023039,0.019885,0.02578,0.026885,0.023579,0.021236,0.021391,0.02191,0.021067,0.022357,0.041072,0.042509,0.033981,0.038071,0.034581,0.037353,0.032449,0.041252,0.25912,0.90945
B2 (4),Buff,0.25211,0.041533,0.027293,0.040955,0.032651,0.045955,0.027059,0.038333,0.028357,0.02078,0.021646,0.025067,0.025669,0.022892,0.020219,0.021311,0.021633,0.022076,0.021873,0.027437,0.020574,0.021969,0.019183,0.024931,0.018999,0.02314,0.026495,0.025616,0.021496,0.020956,0.025132,0.023951,0.020863,0.025492,0.024823,0.024686,0.018891,0.023151,0.022462,0.022363,0.019404,0.026699,0.027219,0.023673,0.021288,0.022835,0.022743,0.02137,0.023161,0.04037,0.043789,0.034491,0.036592,0.033655,0.039233,0.033617,0.03987,0.26024,0.90875
B2 (5),Buff,0.25253,0.042539,0.026387,0.039986,0.032165,0.046246,0.027711,0.038118,0.028411,0.020585,0.02125,0.024427,0.025475,0.02203,0.020596,0.021718,0.021683,0.021366,0.020988,0.026905,0.019898,0.02148,0.019152,0.024918,0.017872,0.022487,0.026413,0.024363,0.020705,0.021274,0.02625,0.02318,0.02017,0.024861,0.024402,0.023005,0.018721,0.023319,0.023255,0.022023,0.018978,0.026497,0.027534,0.024203,0.021898,0.022994,0.02282,0.021713,0.022831,0.039138,0.044567,0.034538,0.036539,0.033523,0.039026,0.033029,0.038117,0.2606,0.90891
B2 (6),Buff,0.25312,0.042486,0.027471,0.039851,0.031459,0.047381,0.028885,0.038439,0.028305,0.022251,0.022378,0.024198,0.027012,0.024723,0.021857,0.02202,0.023341,0.02279,0.020918,0.028496,0.022422,0.024349,0.019746,0.027678,0.020661,0.022458,0.025754,0.027768,0.02354,0.021227,0.025165,0.028503,0.021817,0.024608,0.025255,0.026579,0.021205,0.022925,0.025409,0.025057,0.020123,0.02595,0.028897,0.026722,0.023609,0.02456,0.025491,0.023675,0.023344,0.03854,0.044296,0.037304,0.03661,0.034568,0.03907,0.033946,0.037259,0.26219,0.90651
B2 (7),Buff,0.25516,0.043526,0.030224,0.038302,0.028837,0.04673,0.031908,0.039996,0.027162,0.023267,0.022134,0.022957,0.026035,0.024923,0.022967,0.022186,0.023994,0.022131,0.02093,0.028182,0.022102,0.023273,0.020021,0.027405,0.022434,0.02118,0.027272,0.026829,0.022943,0.020494,0.025444,0.029308,0.022565,0.023584,0.02547,0.025644,0.02088,0.022291,0.025499,0.026186,0.019994,0.025138,0.027598,0.027146,0.024545,0.023935,0.025056,0.025975,0.023915,0.034428,0.042563,0.039278,0.037766,0.0323,0.039446,0.036863,0.03724,0.26304,0.90571
B2 (8),Buff,0.25582,0.038282,0.031342,0.041453,0.026674,0.041436,0.033548,0.043166,0.02583,0.020084,0.020647,0.020996,0.021586,0.021648,0.021828,0.020845,0.020068,0.017199,0.016868,0.025027,0.018956,0.018522,0.016494,0.023297,0.018628,0.015902,0.022821,0.023924,0.01862,0.017042,0.020393,0.02394,0.018466,0.019344,0.023282,0.021305,0.017813,0.01917,0.022134,0.021232,0.016714,0.022272,0.02323,0.023331,0.02402,0.023172,0.021442,0.022088,0.022625,0.032224,0.038973,0.039286,0.039914,0.031737,0.035402,0.037464,0.038848,0.25928,0.91043
B2 (9),Buff,0.256,0.039166,0.029769,0.038232,0.027763,0.04275,0.031492,0.040343,0.026275,0.018707,0.018618,0.01979,0.020684,0.020695,0.020206,0.019587,0.018488,0.0161,0.015728,0.021403,0.016461,0.018115,0.016235,0.01979,0.015835,0.014868,0.020652,0.019439,0.016988,0.016201,0.018338,0.019326,0.015867,0.017621,0.019923,0.018485,0.016499,0.018379,0.018828,0.018163,0.015241,0.021178,0.022717,0.022248,0.021749,0.020736,0.020105,0.020058,0.020324,0.033164,0.041332,0.037764,0.03849,0.032054,0.037231,0.034959,0.036576,0.2573,0.91298
B3 (1),Buff,0.26054,0.035351,0.023421,0.041683,0.031414,0.037752,0.024498,0.040147,0.028763,0.012606,0.014211,0.014431,0.01426,0.014481,0.014329,0.012713,0.012401,0.011926,0.0098253,0.0099021,0.010344,0.012646,0.0093635,0.0084297,0.0089123,0.011488,0.0093144,0.0099018,0.012892,0.011557,0.0082474,0.0080814,0.011544,0.012178,0.01038,0.01241,0.013332,0.011575,0.00855,0.010294,0.012338,0.016468,0.01572,0.015982,0.015819,0.014906,0.013319,0.014115,0.015702,0.035564,0.036427,0.027038,0.036694,0.032013,0.033988,0.026003,0.038087,0.25462,0.91824
B3 (11),Buff,0.26007,0.036772,0.030754,0.03735,0.023841,0.038487,0.032529,0.039127,0.023899,0.012594,0.013106,0.0152,0.013221,0.013934,0.014589,0.015792,0.013048,0.0079996,0.010972,0.013345,0.0092835,0.0085195,0.011607,0.013163,0.008639,0.0084677,0.014029,0.011563,0.0076454,0.0089007,0.013834,0.011643,0.007168,0.012444,0.013699,0.011025,0.0091487,0.013304,0.013515,0.0099832,0.0081564,0.016307,0.014956,0.015125,0.01606,0.016815,0.013962,0.013625,0.014591,0.026754,0.035908,0.035112,0.037342,0.025712,0.033921,0.034123,0.03627,0.25643,0.91786
B3 (12),Buff,0.26089,0.034861,0.028912,0.039326,0.024841,0.036576,0.030797,0.042052,0.024783,0.012407,0.012789,0.014549,0.013229,0.013741,0.014362,0.015935,0.013474,0.008205,0.0096902,0.012613,0.009232,0.00928,0.010384,0.012969,0.0087704,0.0084443,0.012457,0.011438,0.0087203,0.0082726,0.012864,0.011772,0.0080204,0.011764,0.013008,0.010972,0.0094426,0.012708,0.01297,0.010627,0.0083815,0.016389,0.015005,0.01513,0.016196,0.017461,0.014141,0.013665,0.014828,0.027236,0.034923,0.034573,0.039782,0.026816,0.03253,0.032549,0.037986,0.25463,0.91816
