B1 (22),Buff,737.1358,36.61277,34.61961,30.28208,27.3843,26.70668,26.28888,25.2508,22.96649,21.39942,20.9872,20.29226,19.96379,19.05766,18.49327,17.86828,17.4383,17.19878,16.98747,16.51444,16.1144,15.97021,15.76465,15.71536,15.37099,15.13165,14.81217,14.77671,14.61108,14.47231,14.34262,14.15625,13.94945,13.89303,13.73882,13.53825,13.37425,13.25278,13.03114,12.99904,12.96364,12.72821,12.60079,12.51632,12.4048,12.34002,12.15559,12.04599,11.91632,11.8352
B1 (25),Buff,718.5822,30.52711,25.81336,23.24177,22.9194,21.46663,20.57812,19.53313,18.96494,18.5456,18.20226,17.43201,17.10048,16.37104,16.26571,15.91714,15.49858,15.10617,14.76723,14.64073,14.50759,14.32166,13.93882,13.87114,13.52149,13.45503,13.32396,13.21444,13.08374,12.89513,12.75172,12.5796,12.47801,12.3525,12.15976,12.12936,12.08636,11.99908,11.91001,11.67281,11.65461,11.44424,11.41214,11.35395,11.27566,11.13113,11.07683,10.9953,10.96764,10.78046
B1 (3),Buff,735.0879,26.92672,25.30404,23.691,21.55706,20.5598,20.25979,19.74176,18.80942,18.37453,17.94582,17.48396,16.68639,16.54679,16.10991,15.67297,15.24376,15.05395,14.57364,14.35713,14.08364,13.69958,13.4917,13.20599,13.1663,12.93945,12.84057,12.78922,12.7454,12.52463,12.32328,12.07777,12.00837,11.83346,11.79713,11.72913,11.59946,11.43136,11.35955,11.32662,11.10423,11.01606,10.95664,10.90706,10.82867,10.74839,10.71208,10.6268,10.59959,10.49719
B1 (4),Buff,707.7885,30.04918,26.14044,25.19043,23.32585,21.44897,21.30632,20.41868,19.63038,18.97052,17.76382,17.1032,16.68541,16.31481,15.92214,15.64596,14.61971,14.30074,14.18264,13.39119,13.37776,13.22292,12.82883,12.68825,12.53172,12.38483,12.27689,12.19159,12.04502,11.82259,11.65591,11.53916,11.49676,11.34735,11.31046,11.20614,11.10553,11.02813,10.95433,10.87552,10.82912,10.70949,10.65367,10.56774,10.5438,10.46738,10.36687,10.29491,10.22029,10.09081
B1 (5),Buff,674.5552,30.16213,28.81242,24.99582,24.47934,23.23828,22.69763,21.1629,20.4203,19.28032,18.56104,18.13265,17.74091,15.96825,15.38777,14.98237,14.62337,14.42957,14.16989,14.02924,13.65097,13.43446,13.31901,13.19203,12.96402,12.83558,12.725,12.45082,12.39664,12.21412,12.19412,12.01042,11.88041,11.66767,11.48612,11.44268,11.38803,11.26382,11.1603,11.12327,11.01458,10.9088,10.8845,10.76324,10.69349,10.65997,10.62325,10.48527,10.46026,10.40256
B1 (6),Buff,746.8238,31.93455,30.30959,28.02273,25.8821,24.63973,24.22854,23.05267,21.38917,20.89393,20.82849,20.15281,19.63677,19.2702,18.81432,18.27949,17.82844,17.67881,17.19693,16.58177,16.11918,15.83879,15.48874,15.25772,14.98998,14.8272,14.59302,14.53761,14.26921,14.05355,14.01859,13.82108,13.69671,13.65468,13.37965,13.28097,13.23615,13.13358,13.03577,12.95441,12.79048,12.74453,12.63517,12.48956,12.45632,12.34251,12.25037,12.15798,12.05306,12.00872
B1 (7),Buff,749.2503,30.22758,26.36058,24.35775,22.44948,21.65606,20.58623,19.69431,19.32913,18.59985,17.73719,17.5274,17.23053,16.40806,16.15071,15.92377,15.58409,15.33876,15.08583,14.37685,14.29459,14.21347,13.91419,13.84687,13.70406,13.58803,13.39859,13.27471,13.00506,12.90237,12.79598,12.63674,12.50556,12.48818,12.36291,12.31815,12.08018,12.04031,11.98952,11.89864,11.77931,11.65314,11.56982,11.53147,11.44488,11.31275,11.27304,11.20665,11.09409,11.03132
B1 (8),Buff,721.3854,26.04048,23.74499,22.48603,21.10003,20.30943,19.3313,18.39187,18.27011,17.9656,17.06011,16.8944,16.72423,16.42353,15.60896,15.40397,15.12399,14.57042,14.22994,13.9656,13.89679,13.489,13.43281,13.09547,12.96492,12.89381,12.74844,12.53461,12.36553,12.27246,12.14473,11.9874,11.89726,11.834,11.70218,11.50013,11.36165,11.23953,11.17431,11.1388,10.99084,10.90907,10.84425,10.66806,10.62571,10.55779,10.53346,10.44125,10.26898,10.25886
B2 (1),Buff,770.0446,35.44708,32.02409,27.21051,24.93748,23.53795,21.62247,20.40968,18.30219,16.65873,15.90318,15.31361,14.47641,13.40998,12.29158,11.71519,11.37112,10.7984,10.60773,9.784081,9.471397,9.323998,8.774031,8.602746,8.401012,8.189614,8.023176,7.79149,7.661981,7.58718,7.487116,7.340176,7.198821,7.151056,7.005297,6.822958,6.725744,6.551317,6.453125,6.364202,6.266995,6.248633,6.178649,6.129546,6.051857,5.999031,5.935309,5.881387,5.733859,5.701289
B2 (10),Buff,765.5028,33.65946,28.74645,27.65822,25.30393,24.45215,22.43581,21.16222,19.0448,18.05932,16.92766,16.38268,16.11624,14.31624,14.12442,13.98726,12.00456,11.37144,11.05566,10.67702,10.35634,9.913733,9.441246,9.160858,8.931012,8.869202,8.732025,8.579549,8.389503,8.202952,8.171119,7.96866,7.882368,7.687448,7.560698,7.394669,7.287526,7.240941,7.067961,6.97058,6.920509,6.877118,6.842108,6.699151,6.63807,6.548145,6.45972,6.420167,6.392047,6.276122
B2 (12),Buff,740.6444,32.74439,29.32566,25.17164,24.22922,22.75973,19.27641,18.0109,16.60387,15.87373,15.7261,14.16854,13.85176,12.86015,11.68733,11.47792,10.82262,10.23653,9.977463,9.675118,9.456238,9.329248,9.125202,8.796616,8.768688,8.478481,8.303617,8.167876,8.121648,8.057679,7.838375,7.78012,7.661402,7.469141,7.437718,7.294615,7.287031,7.178468,7.043778,6.979467,6.932739,6.854251,6.810583,6.608982,6.513427,6.466893,6.446973,6.368044,6.218436,6.207173
B2 (13),Buff,758.5986,34.33067,30.74993,25.47745,23.43749,22.64858,21.22545,19.04635,18.03082,17.2991,16.18042,15.4562,14.80203,13.55959,13.25696,11.84461,11.19989,10.77699,10.44418,9.977103,9.633809,9.213068,8.860808,8.77154,8.641996,8.433654,8.348853,8.096188,7.913821,7.864569,7.643977,7.556748,7.528412,7.410411,7.366629,7.214647,7.167817,7.126612,7.069195,6.993768,6.909914,6.847188,6.762235,6.671459,6.657179,6.559612,6.486616,6.409292,6.360453,6.327331
B2 (14),Buff,785.9548,32.51467,30.61264,27.9638,26.51701,22.97728,22.28722,19.74782,18.46779,17.49029,15.95066,15.67555,14.49117,13.41167,12.76784,12.42397,11.72757,11.26979,11.02229,10.34087,9.989019,9.632984,9.182748,9.092553,8.886153,8.679582,8.532839,8.460597,7.91532,7.668816,7.616936,7.440813,7.374044,7.219276,7.117185,7.028197,6.942151,6.816049,6.798925,6.669864,6.602191,6.469501,6.462679,6.413352,6.345657,6.2643,6.224797,6.110189,6.007481,5.922004
B2 (15),Buff,748.569,33.61686,30.47185,29.34874,28.78572,25.99452,24.14044,23.73872,21.2702,19.52368,18.01291,17.79193,16.17994,15.67081,14.76522,14.26697,13.17342,12.81496,12.50653,11.64686,10.68276,10.27651,10.10345,9.991933,9.759866,9.473406,9.150833,8.912808,8.702596,8.501749,8.386814,8.302016,8.249982,7.973735,7.919502,7.833769,7.634899,7.589105,7.501123,7.366686,7.345206,7.273803,7.238272,7.140568,7.107133,6.994478,6.922445,6.816745,6.724393,6.670002
B2 (17),Buff,719.3725,29.59293,27.88144,25.75991,24.85651,24.62431,22.13109,19.90982,18.49684,17.71951,17.34687,16.16038,15.19402,14.83088,14.16069,13.04813,12.19622,12.00806,11.53227,10.94029,10.62576,10.31273,10.21177,9.952351,9.577799,9.509075,9.276908,9.053117,8.910988,8.859009,8.66849,8.598467,8.478602,8.358572,8.212691,8.14013,8.002907,7.95675,7.8067,7.723516,7.678157,7.65162,7.598727,7.491595,7.328759,7.297247,7.243457,7.131786,7.062879,7.008075
B2 (18),Buff,814.5439,34.53381,31.00532,28.69485,27.19441,26.10813,25.24719,23.74408,21.09315,20.37251,19.18723,18.20193,16.81757,15.8982,13.73012,13.41332,13.05762,12.41556,12.01784,11.67677,11.32499,10.35257,10.18159,9.469433,9.410288,9.079135,8.776256,8.286934,8.102819,7.998019,7.907531,7.790545,7.534359,7.491104,7.354012,7.274046,7.198437,7.104194,7.025185,6.879566,6.856722,6.771712,6.575359,6.524161,6.49927,6.432881,6.355957,6.283582,6.22103,6.163708
B2 (19),Buff,784.8549,32.73153,32.47931,30.76166,29.11146,25.77348,24.57227,22.35889,21.09992,18.79901,17.97576,16.97801,16.69746,15.28671,13.23513,13.00175,12.82744,12.03072,11.55378,11.0614,10.20221,9.846198,9.465126,9.171822,8.957377,8.707645,8.651753,8.395528,8.297052,7.975964,7.951373,7.830621,7.633722,7.37515,7.279799,7.252079,7.088922,7.050395,6.923893,6.821823,6.755144,6.660315,6.606524,6.56777,6.468303,6.436582,6.411757,6.362472,6.284676,6.23825
B2 (2),Buff,763.2818,35.82056,30.71602,28.52299,25.69097,25.13305,23.91513,22.66165,20.07032,19.12125,17.44134,16.24691,15.56447,14.76325,14.18477,12.91208,12.26318,11.17363,11.0506,10.51852,10.20768,9.438449,9.403156,9.03947,8.579604,8.477086,8.435742,8.341187,8.192363,8.098836,7.859844,7.666005,7.618319,7.581598,7.449804,7.38066,7.285759,7.138481,7.024485,6.958285,6.848055,6.82274,6.733586,6.658298,6.614101,6.46557,6.387556,6.297172,6.273192,6.2237
B2 (20),Buff,798.4881,30.78847,28.33438,25.91416,24.39232,23.44229,22.0549,20.68119,19.2191,18.15974,16.84065,15.28378,14.264,13.68288,12.81599,12.27357,11.74795,10.98813,10.60151,10.08323,10.01365,9.769417,9.202423,8.858375,8.789068,8.377604,8.223172,8.045167,7.939416,7.646979,7.446226,7.260194,7.016074,6.88831,6.824284,6.67988,6.617071,6.525383,6.334769,6.243772,6.180728,6.14942,6.10979,6.044735,5.988786,5.912808,5.850885,5.813259,5.715146,5.59961
B2 (21),Buff,788.8729,33.03348,30.82416,29.08552,26.80973,25.42076,23.83155,21.94491,19.40085,18.88239,17.90461,16.99415,14.82811,14.60961,13.31261,12.78059,12.32287,11.13107,10.38006,9.595303,9.4571,9.272298,8.926146,8.724011,8.330849,8.279717,8.021404,7.772463,7.485797,7.424325,7.307982,7.222579,7.134637,6.875064,6.831191,6.692035,6.667898,6.647971,6.52667,6.361342,6.290968,6.25649,6.100781,5.941795,5.916218,5.815763,5.747525,5.682497,5.643388,5.550044
B2 (22),Buff,793.3424,34.3257,28.7908,27.84619,26.05459,23.78708,22.48387,20.74721,19.85322,18.67741,17.25335,15.63883,14.99029,13.58036,12.57879,12.29625,11.70718,11.34971,11.08052,10.56377,10.15131,9.86587,9.360237,8.849834,8.828038,8.582767,8.38449,7.956255,7.802472,7.70603,7.516151,7.383888,7.352072,7.234995,7.197883,7.009885,6.891614,6.797274,6.6605,6.649765,6.529614,6.453655,6.316384,6.311498,6.234205,6.156105,6.035381,5.946509,5.91236,5.872951
B2 (24),Buff,793.833,34.25687,29.43875,26.25612,24.94428,23.41885,21.01162,19.89858,18.96496,17.92454,16.70758,15.8268,15.42565,14.17458,13.13557,12.79316,11.71406,11.09708,10.78907,10.46013,10.29743,9.480898,9.420033,8.832494,8.726317,8.383858,8.179344,8.068151,7.968742,7.784316,7.584916,7.546581,7.471271,7.294844,7.234826,7.108598,6.983489,6.849636,6.74535,6.645873,6.566562,6.453916,6.437881,6.40877,6.331081,6.217696,6.162465,6.130657,6.096848,6.02619
B2 (25),Buff,730.1896,26.13459,24.25977,22.89968,21.62647,19.11622,18.19264,17.64609,16.35331,15.48692,15.00526,13.87433,13.33568,12.78924,11.82931,11.49637,11.32178,10.95975,10.595,10.49427,9.925682,9.772864,9.689389,9.380645,9.354905,9.1764,9.054855,8.899488,8.754462,8.661331,8.59576,8.532356,8.348436,8.274432,8.217393,8.086442,7.958274,7.877982,7.856647,7.747948,7.656304,7.591959,7.526254,7.415865,7.304584,7.249977,7.180509,7.12999,7.105172,7.00544
B2 (3),Buff,743.7733,34.33108,30.48287,27.42238,24.65406,22.33172,21.31327,19.76127,17.55956,17.30085,15.94364,15.28067,14.47639,13.48918,12.69428,11.77516,11.20066,10.52951,10.2682,9.893667,9.738954,9.509796,9.208915,9.126769,8.762868,8.727441,8.361321,8.320721,8.19957,8.139597,7.999083,7.812246,7.787921,7.628368,7.520007,7.403877,7.19908,7.175855,7.098296,7.073451,6.944866,6.85929,6.779409,6.71183,6.610005,6.551892,6.515316,6.449041,6.398194,6.35863
B2 (4),Buff,761.4814,34.33167,28.25857,27.1707,23.51539,22.24532,20.56965,19.51306,18.34858,17.49402,16.53968,15.7961,15.1626,14.28174,13.18524,12.77228,12.41595,11.09372,10.90341,10.34386,10.05994,9.68857,9.22641,8.919171,8.876204,8.481069,8.386417,8.261931,8.172971,8.031313,7.906872,7.834815,7.712265,7.564575,7.37956,7.239039,7.083319,7.047582,6.991278,6.929747,6.736405,6.716011,6.592019,6.560572,6.483069,6.367236,6.363031,6.273664,6.24123,6.20972
B2 (5),Buff,763.5456,30.10589,29.46698,26.86382,24.27262,22.02414,20.63077,19.67738,18.65373,17.29732,15.89549,15.6989,14.28436,13.31345,12.97767,12.08463,11.49257,11.17882,10.59459,10.16054,9.970061,9.61132,9.220529,9.151407,9.027139,8.707587,8.550327,8.404302,8.155777,7.968938,7.807401,7.719112,7.631877,7.549768,7.490829,7.310871,7.176349,7.06829,6.877001,6.826121,6.716679,6.618699,6.582375,6.485728,6.450016,6.413229,6.251459,6.194628,6.102775,6.046687
B2 (6),Buff,743.2388,30.9005,29.9279,24.53577,23.12306,21.64543,20.67512,19.73663,17.18409,16.15421,15.36228,14.62396,13.88275,13.1061,12.68095,11.78918,11.61904,10.76336,10.48552,10.33763,9.869912,9.699564,9.359661,9.116748,8.796517,8.612959,8.337397,8.173715,8.097608,8.006391,7.85623,7.734123,7.681498,7.543251,7.49405,7.333188,7.221146,7.126954,7.026774,6.97316,6.846197,6.76604,6.724299,6.594103,6.567903,6.498826,6.430512,6.349622,6.234194,6.15309
B2 (7),Buff,717.959,30.69295,27.58703,26.50796,23.87678,21.23452,20.37872,19.23114,18.72793,17.72843,16.78841,15.00554,14.22661,13.62761,13.36891,12.40403,11.69097,11.51552,10.67343,10.16458,10.05266,9.436126,9.050173,8.808339,8.711949,8.578953,8.413936,8.405532,8.175149,8.070973,7.927455,7.878675,7.713877,7.680036,7.627007,7.55163,7.422981,7.370568,7.234221,7.112802,7.015763,6.951365,6.893563,6.850994,6.783183,6.70583,6.692294,6.61852,6.533215,6.487029
B2 (8),Buff,740.1092,32.60496,29.05403,25.92243,23.63619,23.28392,19.69311,19.21077,18.31909,16.74457,14.22258,13.41915,13.16495,12.5078,11.6111,11.14194,10.94556,10.55392,10.20667,10.13696,9.757565,9.318763,9.139442,9.071883,8.869296,8.710264,8.540234,8.456799,8.345455,8.199435,8.147003,7.975363,7.899346,7.705219,7.671069,7.629408,7.491824,7.452353,7.354396,7.294029,7.142428,7.055779,6.974469,6.910583,6.861326,6.814727,6.740028,6.700045,6.673656,6.582796
B2 (9),Buff,753.5783,29.19254,27.19558,25.30303,22.95985,22.20641,21.85077,20.71316,18.46782,18.05183,16.97286,15.56224,14.88453,14.56402,13.74497,12.36672,11.89743,11.64467,11.07313,10.90329,10.36473,10.06485,9.91154,9.368058,9.283369,9.173321,8.939219,8.685645,8.501924,8.414582,8.274972,8.077833,7.931972,7.858596,7.799223,7.71421,7.619129,7.487028,7.287771,7.166734,7.121043,7.115655,6.962638,6.878652,6.832384,6.719777,6.704024,6.689949,6.555756,6.524667
B3 (1),Buff,690.6153,26.78166,25.57263,25.16986,23.65603,22.60906,21.73191,20.94525,19.8243,19.54331,19.04794,18.7385,18.38008,17.62788,17.03911,16.69643,16.11702,15.86586,15.67554,15.41611,15.05056,15.02344,14.71805,14.39529,14.27966,14.04349,13.99242,13.70781,13.45848,13.34943,13.09482,12.92279,12.86915,12.70608,12.65327,12.48539,12.37274,12.25714,12.09447,12.04895,11.9867,11.91192,11.70614,11.61288,11.57913,11.48568,11.38511,11.24865,11.12325,11.04602
B3 (11),Buff,694.3127,35.9405,30.33049,26.71719,26.11264,26.00984,24.06986,22.64654,22.43012,20.66214,20.39396,19.26936,18.89151,18.22939,17.96891,16.99375,16.78738,16.28957,16.0772,15.81268,15.74393,15.19667,15.09449,14.82313,14.78768,14.72122,14.38518,14.18672,14.04209,13.95211,13.77271,13.65377,13.54599,13.49466,13.39069,13.12094,13.04009,12.88374,12.78164,12.67875,12.47834,12.46141,12.29409,12.25408,12.13507,12.03974,11.93293,11.77761,11.73221,11.62384
B3 (12),Buff,719.2417,35.51723,28.24308,28.02147,25.5227,24.41335,23.85414,22.92255,22.11871,21.63557,20.22879,19.51282,19.30776,18.98266,18.26141,17.6003,17.08406,16.60351,16.39268,16.08672,15.68212,15.29909,15.05077,14.8704,14.54012,14.20647,14.145,14.07459,13.73149,13.48714,13.23142,12.99838,12.89039,12.83324,12.77121,12.66174,12.64251,12.45702,12.27332,12.24629,12.13955,11.90906,11.82687,11.60725,11.51796,11.50042,11.41515,11.30274,11.16384,11.09023
B3 (13),Buff,719.9685,30.13367,26.84152,26.04679,23.99551,23.0907,22.12736,20.77973,20.2166,20.03459,19.53544,18.94823,18.25306,17.43583,17.04441,16.95316,16.14106,15.69933,15.11453,14.77638,14.59174,14.51253,14.05908,13.84449,13.60292,13.46181,13.25421,13.18093,12.97796,12.71097,12.53353,12.42723,12.37047,12.25166,12.08789,11.99844,11.96105,11.76316,11.69744,11.61607,11.40779,11.37535,11.33256,11.0713,11.04703,10.96684,10.80915,10.79235,10.77682,10.71566
B3 (14),Buff,709.7808,31.51761,30.65537,29.27992,27.04448,25.76267,24.18596,23.48025,22.28578,21.86077,20.86182,20.54303,20.03385,19.01539,18.53798,17.56616,17.0489,16.84877,16.07302,15.85515,15.52791,15.27173,14.89213,14.67886,14.59861,14.36195,14.11304,13.80953,13.78304,13.52382,13.23826,13.02958,12.93464,12.78357,12.65696,12.53819,12.47822,12.27783,12.18257,12.04238,11.88396,11.78755,11.69901,11.5694,11.48233,11.42846,11.39771,11.34111,11.1756,11.06001
B3 (15),Buff,747.1449,31.2128,30.63676,28.60768,26.55111,24.62556,23.87084,22.55648,21.9046,21.41743,20.56397,19.83098,18.70608,18.37018,17.63329,17.25304,17.14187,16.22105,15.93564,15.47231,15.12265,14.88802,14.76406,14.58157,14.19279,13.81758,13.74487,13.25655,13.0836,13.00452,12.9752,12.75454,12.72727,12.64743,12.35482,12.1879,12.16808,11.98533,11.94349,11.8218,11.69331,11.57579,11.52875,11.37948,11.25435,11.04574,11.01869,10.90832,10.84445,10.75198
B3 (16),Buff,737.0726,32.56604,31.67372,30.31672,28.13548,25.92826,25.12154,23.98454,21.87581,21.49549,20.06667,19.54791,19.17661,18.98726,18.00846,17.53686,17.25261,16.68108,16.00791,15.80121,15.5845,15.52469,15.10367,14.81334,14.52045,14.43843,14.33143,13.85117,13.59444,13.4686,13.32939,13.09621,12.97436,12.87993,12.63797,12.58503,12.50825,12.4049,12.23854,12.11602,11.97588,11.85962,11.73443,11.61312,11.46213,11.37604,11.246,11.16749,11.0096,10.97885
B3 (17),Buff,724.4652,35.06088,31.69335,29.73366,28.09385,27.47383,25.42802,25.03868,23.38588,21.94939,21.49882,20.37452,19.64924,19.06374,18.64455,18.12393,17.507,17.03066,16.73651,16.25712,15.85812,15.57664,15.34999,15.0042,14.60421,14.51712,14.26182,13.92496,13.74329,13.48768,13.3353,13.23862,13.17059,13.07241,12.83268,12.72944,12.6879,12.5333,12.29396,12.1142,12.07493,11.933,11.86417,11.6536,11.55849,11.51322,11.48117,11.3842,11.14323,11.12028
B3 (18),Buff,721.4587,33.25069,29.67058,28.96832,26.49974,25.68621,24.90181,23.87524,22.17933,21.35768,20.75315,19.65747,19.13726,18.48645,18.1278,17.86936,17.08122,16.94496,16.59187,16.21871,16.02204,15.67328,15.28555,15.0769,14.93121,14.77289,14.44307,14.38463,14.23353,14.14155,14.00515,13.6657,13.60138,13.58297,13.48624,13.20573,13.03256,12.84154,12.77136,12.63068,12.54757,12.38684,12.26651,12.21187,12.07271,11.92251,11.81884,11.79653,11.63371,11.55553
B3 (19),Buff,721.9347,30.67213,28.81121,26.77784,24.88056,24.18317,23.54015,22.47843,20.99864,20.3212,19.84356,18.93339,18.72106,17.61223,17.01742,16.46246,15.92228,15.79701,15.36851,14.96167,14.7719,14.60478,14.15643,14.01931,13.83553,13.59845,13.33174,13.20999,13.13187,12.95539,12.84879,12.63762,12.51959,12.40411,12.20239,12.09639,12.02737,11.88053,11.77874,11.56024,11.54727,11.35715,11.22141,11.13086,10.99634,10.92015,10.87733,10.68069,10.6211,10.53778
B3 (2),Buff,693.9055,26.64442,25.94403,25.10691,24.64916,22.48638,21.69834,20.82722,20.07527,19.02859,18.32725,17.93351,17.16283,16.94646,16.39038,16.15657,15.77262,15.45823,15.17831,14.96095,14.59096,14.3096,14.07654,14.01898,13.81492,13.59061,13.42145,13.27695,13.09481,13.01579,12.86378,12.77006,12.66226,12.5317,12.31443,12.24752,12.15451,11.99843,11.86644,11.76046,11.73333,11.66427,11.55267,11.43923,11.29223,11.24071,11.22047,11.1908,10.97569,10.87681
B3 (20),Buff,733.5306,31.98581,28.50214,27.58821,26.64464,25.74027,23.85847,22.60279,21.53604,20.7099,19.97185,19.74518,19.5572,18.58684,18.08737,17.47009,16.89851,16.44836,16.21612,16.00381,15.93811,15.44221,15.09445,14.87172,14.69215,14.42932,14.19356,14.00672,13.84119,13.71973,13.55744,13.45918,13.34901,13.04926,12.95246,12.82373,12.4755,12.24807,12.15451,12.11247,11.96739,11.85695,11.79406,11.72117,11.63939,11.60307,11.47863,11.36537,11.26254,11.16674
B3 (21),Buff,750.263,28.73356,25.117,24.66805,22.85452,21.60471,21.3901,20.11171,19.78539,18.47789,18.26002,17.28602,16.77289,16.24758,15.88797,15.57127,15.23981,15.01577,14.82417,14.20056,13.87573,13.58463,13.28105,13.19705,13.04108,12.9076,12.64841,12.51658,12.42151,12.24196,12.11682,11.9825,11.83117,11.7283,11.67517,11.65279,11.52623,11.38411,11.25722,11.10081,11.03214,10.99249,10.91989,10.76802,10.72161,10.68481,10.65865,10.5102,10.45981,10.28591
